ID_Motif,Support,Document,Structure_Abstraite,Exemples_du_Texte
23,73,FR100003,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_N/A_ACTUAL_POS],"""épanchement"" --(CONTAINS)--> ""TDM"" | ""TDM"" --(BEFORE)--> ""panoramique"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""examen"" --(CONTAINS)--> ""fréquence"" | ""examen"" --(CONTAINS)--> ""température"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""examen"" --(CONTAINS)--> ""fréquence"" | ""examen"" --(CONTAINS)--> ""pression"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""examen"" --(CONTAINS)--> ""température"" | ""examen"" --(CONTAINS)--> ""pression"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""mutation"" --(CONTAINS)--> ""enquête"" | ""mutation"" --(CONTAINS)--> ""bêtabloquant"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""ionogramme"" | ""bilan"" --(CONTAINS)--> ""électroencéphalogramme"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""ionogramme"" | ""bilan"" --(CONTAINS)--> ""tomodensitométrie"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""ionogramme"" | ""bilan"" --(CONTAINS)--> ""radiographie"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""électroencéphalogramme"" | ""bilan"" --(CONTAINS)--> ""tomodensitométrie"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""électroencéphalogramme"" | ""bilan"" --(CONTAINS)--> ""radiographie"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""tomodensitométrie"" | ""bilan"" --(CONTAINS)--> ""radiographie"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""manœuvres"" --(CONTAINS)--> ""massages"" | ""manœuvres"" --(CONTAINS)--> ""dégagement"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""manœuvres"" --(CONTAINS)--> ""massages"" | ""manœuvres"" --(CONTAINS)--> ""insufflations"""
0,62,FR100275,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""manœuvres"" --(CONTAINS)--> ""dégagement"" | ""manœuvres"" --(CONTAINS)--> ""insufflations"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""numération"" | ""bilan"" --(CONTAINS)--> ""protéinurie"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""numération"" | ""bilan"" --(CONTAINS)--> ""bilans"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""numération"" | ""bilan"" --(CONTAINS)--> ""uricémie"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""protéinurie"" | ""bilan"" --(CONTAINS)--> ""bilans"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""protéinurie"" | ""bilan"" --(CONTAINS)--> ""uricémie"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""bilans"" | ""bilan"" --(CONTAINS)--> ""uricémie"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""bilan"" | ""bilan"" --(CONTAINS)--> ""sérologies"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""bilan"" | ""bilan"" --(CONTAINS)--> ""bilan"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""bilan"" | ""bilan"" --(CONTAINS)--> ""recherche"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""sérologies"" | ""bilan"" --(CONTAINS)--> ""recherche"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""grossesse"" --(CONTAINS)--> ""posé"" | ""grossesse"" --(CONTAINS)--> ""lésions"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""grossesse"" --(CONTAINS)--> ""posé"" | ""grossesse"" --(CONTAINS)--> ""éruption"""
0,62,FR100276,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""grossesse"" --(CONTAINS)--> ""lésions"" | ""grossesse"" --(CONTAINS)--> ""éruption"""
0,62,FR100283,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""consulté"" --(CONTAINS)--> ""bilan"" | ""consulté"" --(CONTAINS)--> ""examen"""
0,62,FR100283,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""traitement"" --(CONTAINS)--> ""antibiothérapie"" | ""traitement"" --(CONTAINS)--> ""opothérapie"""
0,62,FR100296,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""fenestration"" --(CONTAINS)--> ""geste"" | ""fenestration"" --(CONTAINS)--> ""ablation"""
0,62,FR100296,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""suites"" --(CONTAINS)--> ""diminution"" | ""suites"" --(CONTAINS)--> ""déambulation"""
0,62,FR100296,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""suites"" --(CONTAINS)--> ""diminution"" | ""suites"" --(CONTAINS)--> ""amélioration"""
0,62,FR100296,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""suites"" --(CONTAINS)--> ""diminution"" | ""suites"" --(CONTAINS)--> ""rétrocession"""
0,62,FR100296,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""suites"" --(CONTAINS)--> ""déambulation"" | ""suites"" --(CONTAINS)--> ""amélioration"""
0,62,FR100296,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""suites"" --(CONTAINS)--> ""déambulation"" | ""suites"" --(CONTAINS)--> ""rétrocession"""
0,62,FR100296,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""suites"" --(CONTAINS)--> ""amélioration"" | ""suites"" --(CONTAINS)--> ""rétrocession"""
0,62,FR100296,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""phénomènes"" --(CONTAINS)--> ""froid"" | ""phénomènes"" --(CONTAINS)--> ""décharges"""
0,62,FR100296,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""phénomènes"" --(CONTAINS)--> ""froid"" | ""phénomènes"" --(CONTAINS)--> ""examen"""
0,62,FR100296,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""phénomènes"" --(CONTAINS)--> ""décharges"" | ""phénomènes"" --(CONTAINS)--> ""examen"""
0,62,FR100344,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""césarienne"" --(CONTAINS)--> ""laissé"" | ""césarienne"" --(CONTAINS)--> ""extraction"""
0,62,FR100346,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""enquête"" --(CONTAINS)--> ""bilan"" | ""enquête"" --(CONTAINS)--> ""réalisé"""
0,62,FR100360,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""processus"" --(CONTAINS)--> ""complément"" | ""processus"" --(CONTAINS)--> ""engagement"""
0,62,FR100360,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""adénocarcinome"" --(CONTAINS)--> ""hysteroscopie"" | ""adénocarcinome"" --(CONTAINS)--> ""traitée"""
0,62,FR100360,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""colpohystérectomie"" --(CONTAINS)--> ""curage"" | ""colpohystérectomie"" --(CONTAINS)--> ""annexectomie"""
0,62,FR100361,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""antécédent"" --(CONTAINS)--> ""céphalées"" | ""antécédent"" --(CONTAINS)--> ""écoulement"""
0,62,FR100361,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""antécédent"" --(CONTAINS)--> ""céphalées"" | ""antécédent"" --(CONTAINS)--> ""stérilité"""
0,62,FR100361,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""antécédent"" --(CONTAINS)--> ""écoulement"" | ""antécédent"" --(CONTAINS)--> ""stérilité"""
0,62,FR100371,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""tumeur"" --(CONTAINS)--> ""anamnèse"" | ""tumeur"" --(CONTAINS)--> ""exérèse"""
0,62,FR100371,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""ablation"" --(CONTAINS)--> ""incision"" | ""ablation"" --(CONTAINS)--> ""hémostase"""
0,62,FR100400,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""suivie"" --(CONTAINS)--> ""contrôles"" | ""suivie"" --(CONTAINS)--> ""consultation"""
0,62,FR100439,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""obstruction"" --(CONTAINS)--> ""examen"" | ""obstruction"" --(CONTAINS)--> ""voix"""
0,62,FR100439,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""traitement"" --(CONTAINS)--> ""irradiation"" | ""traitement"" --(CONTAINS)--> ""chimiothérapie"""
0,62,FR100453,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""développement"" --(CONTAINS)--> ""examen"" | ""développement"" --(CONTAINS)--> ""examen"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""TDM"" | ""bilan"" --(CONTAINS)--> ""biopsie"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""TDM"" | ""bilan"" --(CONTAINS)--> ""données"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""TDM"" | ""bilan"" --(CONTAINS)--> ""radiographie"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""biopsie"" | ""bilan"" --(CONTAINS)--> ""données"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""biopsie"" | ""bilan"" --(CONTAINS)--> ""radiographie"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""données"" | ""bilan"" --(CONTAINS)--> ""radiographie"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""lésion"" --(CONTAINS)--> ""cellules"" | ""lésion"" --(CONTAINS)--> ""dépôts"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""lésion"" --(CONTAINS)--> ""cellules"" | ""lésion"" --(CONTAINS)--> ""examen"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""lésion"" --(CONTAINS)--> ""cellules"" | ""lésion"" --(CONTAINS)--> ""espaces"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""lésion"" --(CONTAINS)--> ""cellules"" | ""lésion"" --(CONTAINS)--> ""ostéoblastes"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""lésion"" --(CONTAINS)--> ""dépôts"" | ""lésion"" --(CONTAINS)--> ""examen"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""lésion"" --(CONTAINS)--> ""dépôts"" | ""lésion"" --(CONTAINS)--> ""espaces"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""lésion"" --(CONTAINS)--> ""dépôts"" | ""lésion"" --(CONTAINS)--> ""ostéoblastes"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""lésion"" --(CONTAINS)--> ""examen"" | ""lésion"" --(CONTAINS)--> ""espaces"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""lésion"" --(CONTAINS)--> ""examen"" | ""lésion"" --(CONTAINS)--> ""ostéoblastes"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""lésion"" --(CONTAINS)--> ""espaces"" | ""lésion"" --(CONTAINS)--> ""ostéoblastes"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""intervention"" --(CONTAINS)--> ""exposée"" | ""intervention"" --(CONTAINS)--> ""résection"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""intervention"" --(CONTAINS)--> ""exposée"" | ""intervention"" --(CONTAINS)--> ""hémostase"""
0,62,FR100510,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""intervention"" --(CONTAINS)--> ""résection"" | ""intervention"" --(CONTAINS)--> ""hémostase"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""échographie"" | ""bilan"" --(CONTAINS)--> ""fibroscopie"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""échographie"" | ""bilan"" --(CONTAINS)--> ""examen"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""échographie"" | ""bilan"" --(CONTAINS)--> ""marqueurs"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""échographie"" | ""bilan"" --(CONTAINS)--> ""scanner"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""échographie"" | ""bilan"" --(CONTAINS)--> ""radiographie"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""échographie"" | ""bilan"" --(CONTAINS)--> ""recherche"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""fibroscopie"" | ""bilan"" --(CONTAINS)--> ""examen"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""fibroscopie"" | ""bilan"" --(CONTAINS)--> ""marqueurs"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""fibroscopie"" | ""bilan"" --(CONTAINS)--> ""scanner"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""fibroscopie"" | ""bilan"" --(CONTAINS)--> ""radiographie"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""fibroscopie"" | ""bilan"" --(CONTAINS)--> ""recherche"""
0,62,FR100515,[EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS] | [EVENT_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""examen"" | ""bilan"" --(CONTAINS)--> ""marqueurs"""
