doc,entité,type_temporalite,coref,mention_id,longueur_chaine,chaine_complete
FR100132,inflammatoires,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,inflammatoires,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,la patiente,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,la peau,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,la petite enfance,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,les deux yeux,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,lésion muqueuse,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,montrait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,ménopausée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,métabolique,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,normales,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,néovaisseaux choroïdiens,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,néovaisseaux choroïdiens aux deux yeux,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,observée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,papules hypopigmentées,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,parallèles,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,peau de chagrin,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,perdu,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,plaques brunâtres,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,problèmes cutanés,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,précisés,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,reçu,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,référée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,rénale,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,son ophtalmologue,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,stries angioïdes,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,tare cardiovasculaire,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,"tare cardiovasculaire, ni métabolique",CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,"tare cardiovasculaire, ni métabolique, ni digestive",CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,"tare cardiovasculaire, ni métabolique, ni digestive, ni rénale",CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,tout le corps,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,trouvé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,un segment antérieur normal,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,une papule,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,évoqué,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100132,elle,ACTOR,Détecté,c1,10,"son, femme, patiente, elle, son, patiente, patiente, patiente, sa, elle"
FR100132,femme,Non annoté,Détecté,c1,10,"son, femme, patiente, elle, son, patiente, patiente, patiente, sa, elle"
FR100132,patiente,Non annoté,Détecté,c1,10,"son, femme, patiente, elle, son, patiente, patiente, patiente, sa, elle"
FR100132,sa,Non annoté,Détecté,c1,10,"son, femme, patiente, elle, son, patiente, patiente, patiente, sa, elle"
FR100132,son,Non annoté,Détecté,c1,10,"son, femme, patiente, elle, son, patiente, patiente, patiente, sa, elle"
FR100132,baisse,EVENT,Détecté,c10,2,"baisse, baisse"
FR100132,acuité,Non annoté,Détecté,c11,2,"acuité, acuité"
FR100132,ophtalmologue,Non annoté,Détecté,c12,1,ophtalmologue
FR100132,dermatologie,Non annoté,Détecté,c13,1,dermatologie
FR100132,avis,Non annoté,Détecté,c14,1,avis
FR100132,antécédents,EVENT,Détecté,c15,1,antécédents
FR100132,enfance,Non annoté,Détecté,c16,1,enfance
FR100132,signes,EVENT,Détecté,c17,1,signes
FR100132,tare,EVENT,Détecté,c18,1,tare
FR100132,examen,EVENT,Détecté,c19,1,examen
FR100132,ans,Non annoté,Détecté,c2,1,ans
FR100132,prurit,CLINENTITY,Détecté,c20,1,prurit
FR100132,prurit,EVENT,Détecté,c20,1,prurit
FR100132,douleurs,CLINENTITY,Détecté,c21,1,douleurs
FR100132,douleurs,EVENT,Détecté,c21,1,douleurs
FR100132,signes,EVENT,Détecté,c22,1,signes
FR100132,état,EVENT,Détecté,c23,1,état
FR100132,plaques,EVENT,Détecté,c24,1,plaques
FR100132,disposition,Non annoté,Détecté,c25,1,disposition
FR100132,plis,Non annoté,Détecté,c26,2,"plis, plis"
FR100132,corps,Non annoté,Détecté,c27,1,corps
FR100132,plis,Non annoté,Détecté,c28,1,plis
FR100132,régions,Non annoté,Détecté,c29,1,régions
FR100132,enfance,Non annoté,Détecté,c3,1,enfance
FR100132,peau,Non annoté,Détecté,c30,3,"peau, peau, son"
FR100132,son,Non annoté,Détecté,c30,3,"peau, peau, son"
FR100132,aspect,Non annoté,Détecté,c31,1,aspect
FR100132,nappes,EVENT,Détecté,c32,1,nappes
FR100132,peau,Non annoté,Détecté,c33,1,peau
FR100132,drapé,Non annoté,Détecté,c34,1,drapé
FR100132,coalescence,Non annoté,Détecté,c35,1,coalescence
FR100132,palpation,EVENT,Détecté,c36,1,palpation
FR100132,élasticité,EVENT,Détecté,c37,1,élasticité
FR100132,lésion,EVENT,Détecté,c38,1,lésion
FR100132,histologie,EVENT,Détecté,c39,1,histologie
FR100132,papules,CLINENTITY,Détecté,c4,4,"papules, problèmes, signes, papules"
FR100132,problèmes,EVENT,Détecté,c4,4,"papules, problèmes, signes, papules"
FR100132,signes,EVENT,Détecté,c4,4,"papules, problèmes, signes, papules"
FR100132,papule,CLINENTITY,Détecté,c40,1,papule
FR100132,amas,EVENT,Détecté,c41,1,amas
FR100132,fibres,Non annoté,Détecté,c42,1,fibres
FR100132,nodules,CLINENTITY,Détecté,c43,1,nodules
FR100132,nodules,EVENT,Détecté,c43,1,nodules
FR100132,examen,EVENT,Détecté,c44,1,examen
FR100132,ophtalmologie,Non annoté,Détecté,c45,3,"ophtalmologie, ophtalmologie, où"
FR100132,où,Non annoté,Détecté,c45,3,"ophtalmologie, ophtalmologie, où"
FR100132,baisse,EVENT,Détecté,c46,1,baisse
FR100132,segment,Non annoté,Détecté,c47,1,segment
FR100132,tension,EVENT,Détecté,c48,1,tension
FR100132,yeux,Non annoté,Détecté,c49,2,"yeux, yeux"
FR100132,niveau,Non annoté,Détecté,c5,1,niveau
FR100132,stries,EVENT,Détecté,c50,1,stries
FR100132,néovaisseaux,CLINENTITY,Détecté,c51,1,néovaisseaux
FR100132,angiographie,EVENT,Détecté,c52,1,angiographie
FR100132,écho-Doppler,EVENT,Détecté,c53,1,écho-Doppler
FR100132,écho-Doppler,EVENT,Détecté,c54,1,écho-Doppler
FR100132,fibroscopie,EVENT,Détecté,c55,1,fibroscopie
FR100132,atteinte,EVENT,Détecté,c56,1,atteinte
FR100132,informations,EVENT,Détecté,c57,1,informations
FR100132,maladie,Non annoté,Détecté,c58,1,maladie
FR100132,psychothérapie,EVENT,Détecté,c59,1,psychothérapie
FR100132,cou,Non annoté,Détecté,c6,1,cou
FR100132,psychothérapie,EVENT,Détecté,c60,1,psychothérapie
FR100132,calendrier,EVENT,Détecté,c61,1,calendrier
FR100132,photocoagulation,EVENT,Détecté,c62,1,photocoagulation
FR100132,néovaisseaux,CLINENTITY,Détecté,c63,1,néovaisseaux
FR100132,creux,Non annoté,Détecté,c7,1,creux
FR100132,diagnostic,EVENT,Détecté,c8,2,"diagnostic, en"
FR100132,en,Non annoté,Détecté,c8,2,"diagnostic, en"
FR100132,consultation,EVENT,Détecté,c9,1,consultation
FR100142,1 à 2 cm de grand axe,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,10.7g/dl,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,1200 Elts/mm 3,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,163 UI/ml,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,19.7g/l.,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,2 cm de diamètre,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,2 mois,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,24.9UI/ml,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,33g/l,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,41.4UI/ml,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,4100 Elts/mm3,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,7.8,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,7.8 g/dl,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,700,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,700 Elts/mm3,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,900µg/l,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,Bacille de Koch,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,Le patient,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,Mai 2012,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,Mr SS,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,Quatre mois après,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,adénopathies cervicales,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,altération progressive de l'état général,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,anomalie,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,anémie normochrome normocytaire,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,concluait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,concluant,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,des 2 mains,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,des 2 membres supérieurs,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,des cellules endothéliales,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,des cellules fusiformes,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,des globules blancs,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,des lobules des 2 oreilles,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,des lymphocytes,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,deux mois plus tard,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,du derme,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,du tronc,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,extravasation sanguine,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,favorable,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,hypergammaglobulinémie polyclonale,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,inflammatoires,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,l'avant bras droit,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,l'avant bras gauche,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,l'étage abdominal,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,la face antérieure de l'avant bras gauche,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,la paume de la main gauche,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,la première heure,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,le patient,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,les crachats,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,les urines,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,lésions cutanées,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,maladie de Kaposi,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,mis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,montrait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,normalisée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,normaux,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,notait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,négatifs,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,négative,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,parenchyme pulmonaire,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,passé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,placards angiomateux,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,positif,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,prolifération cellulaire,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,rares sidérophages,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,réaction,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,sueurs nocturnes,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,tout le membre,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,tuberculose ganglionnaire,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,Il,ACTOR,Détecté,c1,4,"Mr, patient, Il, patient"
FR100142,Mr,Non annoté,Détecté,c1,4,"Mr, patient, Il, patient"
FR100142,patient,Non annoté,Détecté,c1,4,"Mr, patient, Il, patient"
FR100142,lymphoedème,EVENT,Détecté,c10,1,lymphoedème
FR100142,lymphoedème,CLINENTITY,Détecté,c10,1,lymphoedème
FR100142,quadrithérapie,EVENT,Détecté,c100,1,quadrithérapie
FR100142,mois,Non annoté,Détecté,c101,1,mois
FR100142,Isoniazide,Non annoté,Détecté,c102,2,"Isoniazide, Isoniazide"
FR100142,mg/j,Non annoté,Détecté,c103,1,mg/j
FR100142,Rifampicine,Non annoté,Détecté,c104,2,"Rifampicine, Rifampicine"
FR100142,mg/j,Non annoté,Détecté,c105,1,mg/j
FR100142,Pyrazinamide,Non annoté,Détecté,c106,1,Pyrazinamide
FR100142,g/j,Non annoté,Détecté,c107,1,g/j
FR100142,Ethambutol,Non annoté,Détecté,c108,1,Ethambutol
FR100142,g/j,Non annoté,Détecté,c109,1,g/j
FR100142,biopsie,EVENT,Détecté,c11,1,biopsie
FR100142,bithérapie,EVENT,Détecté,c110,1,bithérapie
FR100142,Isoniazide,Non annoté,Détecté,c111,1,Isoniazide
FR100142,mois,Non annoté,Détecté,c112,1,mois
FR100142,évolution,EVENT,Détecté,c113,1,évolution
FR100142,plan,Non annoté,Détecté,c114,1,plan
FR100142,on,Non annoté,Détecté,c115,1,on
FR100142,régression,EVENT,Détecté,c116,1,régression
FR100142,diminution,EVENT,Détecté,c117,1,diminution
FR100142,étendue,Non annoté,Détecté,c118,1,étendue
FR100142,régression,EVENT,Détecté,c119,1,régression
FR100142,niveau,Non annoté,Détecté,c12,1,niveau
FR100142,niveau,Non annoté,Détecté,c120,1,niveau
FR100142,taux,EVENT,Détecté,c121,1,taux
FR100142,lymphocytes,Non annoté,Détecté,c122,1,lymphocytes
FR100142,Elts,Non annoté,Détecté,c123,1,Elts
FR100142,taux,EVENT,Détecté,c124,1,taux
FR100142,hémoglobine,BODYPART,Détecté,c125,1,hémoglobine
FR100142,/dl,Non annoté,Détecté,c126,1,/dl
FR100142,41.4UI,Non annoté,Détecté,c127,1,41.4UI
FR100142,24.9UI,Non annoté,Détecté,c128,1,24.9UI
FR100142,J30,TIMEX3,Détecté,c129,1,J30
FR100142,derme,Non annoté,Détecté,c13,1,derme
FR100142,J30,TIMEX3,Détecté,c130,1,J30
FR100142,J60,TIMEX3,Détecté,c131,1,J60
FR100142,traitement,EVENT,Détecté,c132,1,traitement
FR100142,prolifération,EVENT,Détecté,c14,1,prolifération
FR100142,extravasation,EVENT,Détecté,c15,1,extravasation
FR100142,éléments,EVENT,Détecté,c16,1,éléments
FR100142,sidérophages,Non annoté,Détecté,c17,1,sidérophages
FR100142,étude,EVENT,Détecté,c18,1,étude
FR100142,anticorps,Non annoté,Détecté,c19,1,anticorps
FR100142,ans,Non annoté,Détecté,c2,1,ans
FR100142,marquage,EVENT,Détecté,c20,1,marquage
FR100142,cellules,Non annoté,Détecté,c21,1,cellules
FR100142,cellules,Non annoté,Détecté,c22,1,cellules
FR100142,maladie,EVENT,Détecté,c23,1,maladie
FR100142,Kaposi,Non annoté,Détecté,c24,1,Kaposi
FR100142,sérologie,EVENT,Détecté,c25,1,sérologie
FR100142,évolution,EVENT,Détecté,c26,1,évolution
FR100142,mois,Non annoté,Détecté,c27,1,mois
FR100142,apparition,EVENT,Détecté,c28,1,apparition
FR100142,placards,Non annoté,Détecté,c29,1,placards
FR100142,antécédents,EVENT,Détecté,c3,1,antécédents
FR100142,niveau,Non annoté,Détecté,c30,1,niveau
FR100142,bras,Non annoté,Détecté,c31,1,bras
FR100142,tronc,Non annoté,Détecté,c32,1,tronc
FR100142,lobules,Non annoté,Détecté,c33,1,lobules
FR100142,oreilles,Non annoté,Détecté,c34,1,oreilles
FR100142,extension,EVENT,Détecté,c35,1,extension
FR100142,niveau,Non annoté,Détecté,c36,1,niveau
FR100142,mains,Non annoté,Détecté,c37,1,mains
FR100142,lymphoedème,EVENT,Détecté,c38,2,"lymphoedème, lymphoedème"
FR100142,lymphoedème,CLINENTITY,Détecté,c38,2,"lymphoedème, lymphoedème"
FR100142,membres,Non annoté,Détecté,c39,2,"membres, membres"
FR100142,Mai,Non annoté,Détecté,c4,1,Mai
FR100142,lésions,EVENT,Détecté,c40,1,lésions
FR100142,lésions,CLINENTITY,Détecté,c40,1,lésions
FR100142,niveau,Non annoté,Détecté,c41,1,niveau
FR100142,paume,Non annoté,Détecté,c42,1,paume
FR100142,main,Non annoté,Détecté,c43,1,main
FR100142,altération,EVENT,Détecté,c44,1,altération
FR100142,altération,EVENT,Détecté,c45,1,altération
FR100142,état,Non annoté,Détecté,c46,1,état
FR100142,fièvre,CLINENTITY,Détecté,c47,1,fièvre
FR100142,fièvre,EVENT,Détecté,c47,1,fièvre
FR100142,sueurs,EVENT,Détecté,c48,1,sueurs
FR100142,examen,EVENT,Détecté,c49,1,examen
FR100142,lésions,EVENT,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,lésions,CLINENTITY,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,nodules,EVENT,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,nodules,CLINENTITY,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,adénopathies,EVENT,Détecté,c50,2,"adénopathies, adénopathies"
FR100142,adénopathies,CLINENTITY,Détecté,c50,2,"adénopathies, adénopathies"
FR100142,plans,Non annoté,Détecté,c51,1,plans
FR100142,anémie,EVENT,Détecté,c52,1,anémie
FR100142,g,Non annoté,Détecté,c53,1,g
FR100142,globules,Non annoté,Détecté,c54,1,globules
FR100142,4100,Non annoté,Détecté,c55,1,4100
FR100142,lymphopénie,CLINENTITY,Détecté,c56,1,lymphopénie
FR100142,lymphopénie,EVENT,Détecté,c56,1,lymphopénie
FR100142,Elts,Non annoté,Détecté,c57,1,Elts
FR100142,vitesse,EVENT,Détecté,c58,1,vitesse
FR100142,sédimentation,Non annoté,Détecté,c59,1,sédimentation
FR100142,cm,Non annoté,Détecté,c6,1,cm
FR100142,35mm,RML,Détecté,c60,1,35mm
FR100142,heure,Non annoté,Détecté,c61,1,heure
FR100142,protéine,EVENT,Détecté,c62,1,protéine
FR100142,Ferritinémie,EVENT,Détecté,c63,2,"Ferritinémie, ferritinémie"
FR100142,ferritinémie,EVENT,Détecté,c63,2,"Ferritinémie, ferritinémie"
FR100142,fois,Non annoté,Détecté,c64,1,fois
FR100142,normale,Non annoté,Détecté,c65,1,normale
FR100142,électrophorèse,EVENT,Détecté,c66,1,électrophorèse
FR100142,protéines,Non annoté,Détecté,c67,1,protéines
FR100142,on,Non annoté,Détecté,c68,1,on
FR100142,hypoalbuminémie,EVENT,Détecté,c69,1,hypoalbuminémie
FR100142,hypoalbuminémie,CLINENTITY,Détecté,c69,1,hypoalbuminémie
FR100142,niveau,Non annoté,Détecté,c7,1,niveau
FR100142,hypergammaglobulinémie,EVENT,Détecté,c70,1,hypergammaglobulinémie
FR100142,19.7g/l,Non annoté,Détecté,c71,1,19.7g/l
FR100142,marqueurs,EVENT,Détecté,c72,1,marqueurs
FR100142,ACE,Non annoté,Détecté,c73,1,ACE
FR100142,α,Non annoté,Détecté,c74,1,α
FR100142,NSE,Non annoté,Détecté,c75,1,NSE
FR100142,taux,EVENT,Détecté,c76,3,"taux, taux, taux"
FR100142,CA,Non annoté,Détecté,c77,3,"CA, CA, CA"
FR100142,UI,Non annoté,Détecté,c78,1,UI
FR100142,valeur,Non annoté,Détecté,c79,1,valeur
FR100142,face,Non annoté,Détecté,c8,1,face
FR100142,UI,Non annoté,Détecté,c80,1,UI
FR100142,intradermo-réaction,Non annoté,Détecté,c81,1,intradermo-réaction
FR100142,tuberculine,Non annoté,Détecté,c82,1,tuberculine
FR100142,recherche,EVENT,Détecté,c83,1,recherche
FR100142,Bacille,Non annoté,Détecté,c84,1,Bacille
FR100142,crachats,Non annoté,Détecté,c85,1,crachats
FR100142,crachats,Non annoté,Détecté,c86,1,crachats
FR100142,urines,Non annoté,Détecté,c87,1,urines
FR100142,scanner,EVENT,Détecté,c88,1,scanner
FR100142,adénopathies,EVENT,Détecté,c89,1,adénopathies
FR100142,adénopathies,CLINENTITY,Détecté,c89,1,adénopathies
FR100142,bras,Non annoté,Détecté,c9,3,"bras, membre, bras"
FR100142,membre,Non annoté,Détecté,c9,3,"bras, membre, bras"
FR100142,parenchyme,Non annoté,Détecté,c90,1,parenchyme
FR100142,absence,Non annoté,Détecté,c91,1,absence
FR100142,anomalies,EVENT,Détecté,c92,1,anomalies
FR100142,étage,Non annoté,Détecté,c93,1,étage
FR100142,fibroscopie,EVENT,Détecté,c94,1,fibroscopie
FR100142,fibroscopie,EVENT,Détecté,c95,1,fibroscopie
FR100142,colonoscopie,EVENT,Détecté,c96,1,colonoscopie
FR100142,anomalies,EVENT,Détecté,c97,1,anomalies
FR100142,biopsie,EVENT,Détecté,c98,1,biopsie
FR100142,tuberculose,EVENT,Détecté,c99,1,tuberculose
FR100161,24 heures,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,"6,31 Log (2,04 E+6 UI/ml)",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,66 puis à 88 UI/l,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,71x70 mm,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,72 puis à 73 UI/l,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,"8,54 mmol/l",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,91x59 mm,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,Acti tests,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,Le patient,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,Un patient âgé de 55 ans,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,abaissant,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,au niveau thoracique,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,blessure de guerre,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,confirme,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,cytolyse hépatique,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,demandée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,génotype 1b,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,hyperfonctionnement,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,hypotension orthostatique,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,hépatite C,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,insuffisance surrénalienne,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,la loge surrénalienne droite,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,la veine cave inférieure,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,le rein homolatéral,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,les organe de voisinage,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,normale,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,normaux,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,positive,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,refoulant,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,rehaussée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,réalisée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,révèle,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,révèlent,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,trouve,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,virale,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,patient,Non annoté,Détecté,c1,3,"patient, ses, patient"
FR100161,ses,Non annoté,Détecté,c1,3,"patient, ses, patient"
FR100161,niveau,Non annoté,Détecté,c10,1,niveau
FR100161,interrogatoire,EVENT,Détecté,c11,1,interrogatoire
FR100161,plainte,EVENT,Détecté,c12,1,plainte
FR100161,examen,EVENT,Détecté,c13,1,examen
FR100161,TA,EVENT,Détecté,c14,1,TA
FR100161,hypotension,EVENT,Détecté,c15,1,hypotension
FR100161,signes,EVENT,Détecté,c16,1,signes
FR100161,syndrome,EVENT,Détecté,c17,1,syndrome
FR100161,signes,EVENT,Détecté,c18,1,signes
FR100161,insuffisance,EVENT,Détecté,c19,1,insuffisance
FR100161,ans,Non annoté,Détecté,c2,1,ans
FR100161,examens,EVENT,Détecté,c20,1,examens
FR100161,hyperglycémie,EVENT,Détecté,c21,1,hyperglycémie
FR100161,hyperglycémie,CLINENTITY,Détecté,c21,1,hyperglycémie
FR100161,mmol/l,Non annoté,Détecté,c22,1,mmol/l
FR100161,cytolyse,EVENT,Détecté,c23,2,"cytolyse, cytolyse"
FR100161,cytolyse,CLINENTITY,Détecté,c23,2,"cytolyse, cytolyse"
FR100161,ASAT,EVENT,Détecté,c24,1,ASAT
FR100161,UI/l,Non annoté,Détecté,c25,1,UI/l
FR100161,VN,Non annoté,Détecté,c26,1,VN
FR100161,ALAT,EVENT,Détecté,c27,1,ALAT
FR100161,UI/l,Non annoté,Détecté,c28,1,UI/l
FR100161,VN,Non annoté,Détecté,c29,1,VN
FR100161,consultation,EVENT,Détecté,c3,1,consultation
FR100161,sérologie,EVENT,Détecté,c30,1,sérologie
FR100161,HVC,EVENT,Détecté,c31,3,"hépatite, HVC, HVC"
FR100161,HVC,CLINENTITY,Détecté,c31,3,"hépatite, HVC, HVC"
FR100161,hépatite,Non annoté,Détecté,c31,3,"hépatite, HVC, HVC"
