doc,xml_id,entité,type_temporalite,coref,mention_id,longueur_chaine,chaine_complete
FR100142,9548,33g/l,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9539,900µg/l,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9094,concluait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,8502,concluant,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9188,favorable,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9128,mis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,8472,montrait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,8397,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,8951,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9331,normalisée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9566,normaux,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9207,notait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,8686,notait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,8825,notait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9584,négatifs,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9479,négative,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9530,négative,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9282,passé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,9365,passé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100142,8323,Il,ACTOR (PATIENT),Détecté,c1,4,"Mr, patient, Il, patient"
FR100142,8330,Le patient,ACTOR (PATIENT),Détecté,c1,4,"Mr, patient, Il, patient"
FR100142,8309,Mr SS,ACTOR (PATIENT),Détecté,c1,4,"Mr, patient, Il, patient"
FR100142,8337,antécédents,EVENT,Détecté,c1,4,"Mr, patient, Il, patient"
FR100142,8316,le patient,ACTOR (PATIENT),Détecté,c1,4,"Mr, patient, Il, patient"
FR100142,8093/8367,lymphoedème,EVENT/CLINENTITY,Détecté,c10,1,lymphoedème
FR100142,8156/8596,lymphoedème,EVENT/CLINENTITY,Détecté,c10,1,lymphoedème
FR100142,8300,lymphoedème,CLINENTITY,Détecté,c10,1,lymphoedème
FR100142,9636,tout le membre,BODYPART,Détecté,c10,1,lymphoedème
FR100142,9143,quadrithérapie,EVENT,Détecté,c100,1,quadrithérapie
FR100142,9426,2 mois,TIMEX3,Détecté,c101,1,mois
FR100142,9435,Quatre mois après,TIMEX3,Détecté,c101,1,mois
FR100142,9408,deux mois plus tard,TIMEX3,Détecté,c101,1,mois
FR100142,Non applicable,Isoniazide,Non annoté,Détecté,c102,2,"Isoniazide, Isoniazide"
FR100142,Non applicable,300 mg/j,Non annoté,Détecté,c103,1,mg/j
FR100142,Non applicable,Rifampicine,Non annoté,Détecté,c104,2,"Rifampicine, Rifampicine"
FR100142,Non applicable,600 mg/j,Non annoté,Détecté,c105,1,mg/j
FR100142,Non applicable,Pyrazinamide,Non annoté,Détecté,c106,1,Pyrazinamide
FR100142,Non applicable,1.5 g/j,Non annoté,Détecté,c107,1,g/j
FR100142,Non applicable,Ethambutol,Non annoté,Détecté,c108,1,Ethambutol
FR100142,Non applicable,1 g/j,Non annoté,Détecté,c109,1,g/j
FR100142,8382,biopsie,EVENT,Détecté,c11,1,biopsie
FR100142,9079,biopsie,EVENT,Détecté,c11,1,biopsie
FR100142,8165/8611,lésions,EVENT/CLINENTITY,Détecté,c11,1,biopsie
FR100142,8705,lésions,EVENT,Détecté,c11,1,biopsie
FR100142,8102,lésions,CLINENTITY,Détecté,c11,1,biopsie
FR100142,9158,bithérapie,EVENT,Détecté,c110,1,bithérapie
FR100142,Non applicable,Isoniazide et Rifampicine,Non annoté,Détecté,c111,1,Isoniazide
FR100142,9426,2 mois,TIMEX3,Détecté,c112,1,mois
FR100142,9435,Quatre mois après,TIMEX3,Détecté,c112,1,mois
FR100142,9408,deux mois plus tard,TIMEX3,Détecté,c112,1,mois
FR100142,8547,évolution,EVENT,Détecté,c113,1,évolution
FR100142,9173,évolution,EVENT,Détecté,c113,1,évolution
FR100142,Non applicable,le plan général,Non annoté,Détecté,c114,1,plan
FR100142,Non applicable,on,Non annoté,Détecté,c115,1,on
FR100142,8264/8966,adénopathies,EVENT/CLINENTITY,Détecté,c116,1,régression
FR100142,8720,adénopathies,EVENT,Détecté,c116,1,régression
FR100142,8210,adénopathies cervicales,CLINENTITY,Détecté,c116,1,régression
FR100142,8282,adénopathies cervicales,CLINENTITY,Détecté,c116,1,régression
FR100142,9222,régression,EVENT,Détecté,c116,1,régression
FR100142,9252,régression,EVENT,Détecté,c116,1,régression
FR100142,9237,diminution,EVENT,Détecté,c117,1,diminution
FR100142,8165/8611,lésions,EVENT/CLINENTITY,Détecté,c117,1,diminution
FR100142,8705,lésions,EVENT,Détecté,c117,1,diminution
FR100142,8102,lésions,CLINENTITY,Détecté,c117,1,diminution
FR100142,8201,lésions cutanées,CLINENTITY,Détecté,c117,1,diminution
FR100142,8291,lésions cutanées,CLINENTITY,Détecté,c117,1,diminution
FR100142,8165/8611,lésions,EVENT/CLINENTITY,Détecté,c118,1,étendue
FR100142,8705,lésions,EVENT,Détecté,c118,1,étendue
FR100142,8102,lésions,CLINENTITY,Détecté,c118,1,étendue
FR100142,8201,lésions cutanées,CLINENTITY,Détecté,c118,1,étendue
FR100142,8291,lésions cutanées,CLINENTITY,Détecté,c118,1,étendue
FR100142,8093/8367,lymphoedème,EVENT/CLINENTITY,Détecté,c119,1,régression
FR100142,8156/8596,lymphoedème,EVENT/CLINENTITY,Détecté,c119,1,régression
FR100142,8300,lymphoedème,CLINENTITY,Détecté,c119,1,régression
FR100142,9222,régression,EVENT,Détecté,c119,1,régression
FR100142,9252,régression,EVENT,Détecté,c119,1,régression
FR100142,Non applicable,le niveau de le derme,Non annoté,Détecté,c12,1,niveau
FR100142,Non applicable,le niveau de les 2 membres supérieurs,Non annoté,Détecté,c120,1,niveau
FR100142,8889,taux,EVENT,Détecté,c121,1,taux
FR100142,9045,taux,EVENT,Détecté,c121,1,taux
FR100142,9267,taux,EVENT,Détecté,c121,1,taux
FR100142,9301,taux,EVENT,Détecté,c121,1,taux
FR100142,9350,taux,EVENT,Détecté,c121,1,taux
FR100142,9744,des lymphocytes,BODYPART,Détecté,c122,1,lymphocytes
FR100142,9600,1200 Elts/mm 3,RML,Détecté,c123,1,Elts
FR100142,9506,4100 Elts/mm3,RML,Détecté,c123,1,Elts
FR100142,9512,700 Elts/mm3,RML,Détecté,c123,1,Elts
FR100142,9750,hémoglobine,BODYPART,Détecté,c124,1,taux
FR100142,8889,taux,EVENT,Détecté,c124,1,taux
FR100142,9045,taux,EVENT,Détecté,c124,1,taux
FR100142,9267,taux,EVENT,Détecté,c124,1,taux
FR100142,9301,taux,EVENT,Détecté,c124,1,taux
FR100142,9350,taux,EVENT,Détecté,c124,1,taux
FR100142,9750,hémoglobine,BODYPART,Détecté,c125,1,hémoglobine
FR100142,9612,10.7g/dl,RML,Détecté,c126,1,/dl
FR100142,9497,7.8 g/dl,RML,Détecté,c126,1,/dl
FR100142,9618,41.4UI/ml,RML,Détecté,c127,1,41.4UI
FR100142,9624,24.9UI/ml,RML,Détecté,c128,1,24.9UI
FR100142,9446,J30,TIMEX3,Détecté,c129,1,J30
FR100142,9455,J60,TIMEX3,Détecté,c129,1,J30
FR100142,9384,traitement,EVENT,Détecté,c129,1,J30
FR100142,9642,du derme,BODYPART,Détecté,c13,1,derme
FR100142,9446,J30,TIMEX3,Détecté,c130,1,J30
FR100142,9455,J60,TIMEX3,Détecté,c131,1,J60
FR100142,9384,traitement,EVENT,Détecté,c132,1,traitement
FR100142,8427,extravasation,EVENT,Détecté,c14,1,prolifération
FR100142,8120,extravasation sanguine,CLINENTITY,Détecté,c14,1,prolifération
FR100142,8129,inflammatoires,CLINENTITY,Détecté,c14,1,prolifération
FR100142,8412,prolifération,EVENT,Détecté,c14,1,prolifération
FR100142,8111,prolifération cellulaire,CLINENTITY,Détecté,c14,1,prolifération
FR100142,9648,rares sidérophages,BODYPART,Détecté,c14,1,prolifération
FR100142,8442,éléments,EVENT,Détecté,c14,1,prolifération
FR100142,8427,extravasation,EVENT,Détecté,c15,1,extravasation
FR100142,8120,extravasation sanguine,CLINENTITY,Détecté,c15,1,extravasation
FR100142,8129,inflammatoires,CLINENTITY,Détecté,c16,1,éléments
FR100142,8442,éléments,EVENT,Détecté,c16,1,éléments
FR100142,9648,rares sidérophages,BODYPART,Détecté,c17,1,sidérophages
FR100142,8457,étude,EVENT,Détecté,c18,1,étude
FR100142,Non applicable,l' anticorps anti HHV8,Non annoté,Détecté,c19,1,anticorps
FR100142,Non applicable,81 ans,Non annoté,Détecté,c2,1,ans
FR100142,8487,marquage,EVENT,Détecté,c20,1,marquage
FR100142,9473,positif,RML,Détecté,c20,1,marquage
FR100142,9654,des cellules endothéliales,BODYPART,Détecté,c21,1,cellules
FR100142,9660,des cellules fusiformes,BODYPART,Détecté,c21,1,cellules
FR100142,9654,des cellules endothéliales,BODYPART,Détecté,c22,1,cellules
FR100142,9660,des cellules fusiformes,BODYPART,Détecté,c22,1,cellules
FR100142,8517,maladie,EVENT,Détecté,c23,1,maladie
FR100142,8138,maladie de Kaposi,CLINENTITY,Détecté,c23,1,maladie
FR100142,8138,maladie de Kaposi,CLINENTITY,Détecté,c24,1,Kaposi
FR100142,8532,sérologie,EVENT,Détecté,c25,1,sérologie
FR100142,8547,évolution,EVENT,Détecté,c26,1,évolution
FR100142,9173,évolution,EVENT,Détecté,c26,1,évolution
FR100142,9426,2 mois,TIMEX3,Détecté,c27,1,mois
FR100142,9435,Quatre mois après,TIMEX3,Détecté,c27,1,mois
FR100142,9408,deux mois plus tard,TIMEX3,Détecté,c27,1,mois
FR100142,8562,apparition,EVENT,Détecté,c28,1,apparition
FR100142,9666,l'avant bras droit,BODYPART,Détecté,c28,1,apparition
FR100142,8147,placards angiomateux,CLINENTITY,Détecté,c28,1,apparition
FR100142,8147,placards angiomateux,CLINENTITY,Détecté,c29,1,placards
FR100142,8337,antécédents,EVENT,Détecté,c3,1,antécédents
FR100142,9666,l'avant bras droit,BODYPART,Détecté,c30,1,niveau
FR100142,9666,l'avant bras droit,BODYPART,Détecté,c31,1,bras
FR100142,9684,l'avant bras gauche,BODYPART,Détecté,c31,1,bras
FR100142,9630,la face antérieure de l'avant bras gauche,BODYPART,Détecté,c31,1,bras
FR100142,9672,du tronc,BODYPART,Détecté,c32,1,tronc
FR100142,9678,des lobules des 2 oreilles,BODYPART,Détecté,c33,1,lobules
FR100142,9678,des lobules des 2 oreilles,BODYPART,Détecté,c34,1,oreilles
FR100142,8577,extension,EVENT,Détecté,c35,1,extension
FR100142,9684,l'avant bras gauche,BODYPART,Détecté,c36,1,niveau
FR100142,9690,des 2 mains,BODYPART,Détecté,c37,1,mains
FR100142,8093/8367,lymphoedème,EVENT/CLINENTITY,Détecté,c38,2,"lymphoedème, lymphoedème"
FR100142,8156/8596,lymphoedème,EVENT/CLINENTITY,Détecté,c38,2,"lymphoedème, lymphoedème"
FR100142,8300,lymphoedème,CLINENTITY,Détecté,c38,2,"lymphoedème, lymphoedème"
FR100142,9696,des 2 membres supérieurs,BODYPART,Détecté,c39,2,"membres, membres"
FR100142,9738,des 2 membres supérieurs,BODYPART,Détecté,c39,2,"membres, membres"
FR100142,9399,Mai 2012,TIMEX3,Détecté,c4,1,Mai
FR100142,8165/8611,lésions,EVENT/CLINENTITY,Détecté,c40,1,lésions
FR100142,8705,lésions,EVENT,Détecté,c40,1,lésions
FR100142,8102,lésions,CLINENTITY,Détecté,c40,1,lésions
FR100142,8201,lésions cutanées,CLINENTITY,Détecté,c40,1,lésions
FR100142,8291,lésions cutanées,CLINENTITY,Détecté,c40,1,lésions
FR100142,9702,la paume de la main gauche,BODYPART,Détecté,c41,1,niveau
FR100142,9702,la paume de la main gauche,BODYPART,Détecté,c42,1,paume
FR100142,9702,la paume de la main gauche,BODYPART,Détecté,c43,1,main
FR100142,8626,altération,EVENT,Détecté,c44,1,altération
FR100142,8174,altération progressive de l'état général,CLINENTITY,Détecté,c44,1,altération
FR100142,8183/8641,fièvre,EVENT/CLINENTITY,Détecté,c44,1,altération
FR100142,8656,sueurs,EVENT,Détecté,c44,1,altération
FR100142,8192,sueurs nocturnes,CLINENTITY,Détecté,c44,1,altération
FR100142,8626,altération,EVENT,Détecté,c45,1,altération
FR100142,8174,altération progressive de l'état général,CLINENTITY,Détecté,c45,1,altération
FR100142,8174,altération progressive de l'état général,CLINENTITY,Détecté,c46,1,état
FR100142,8183/8641,fièvre,EVENT/CLINENTITY,Détecté,c47,1,fièvre
FR100142,8656,sueurs,EVENT,Détecté,c48,1,sueurs
FR100142,8192,sueurs nocturnes,CLINENTITY,Détecté,c48,1,sueurs
FR100142,8671,examen,EVENT,Détecté,c49,1,examen
FR100142,9464,2 cm de diamètre,RML,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,8165/8611,lésions,EVENT/CLINENTITY,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,8705,lésions,EVENT,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,8102,lésions,CLINENTITY,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,8201,lésions cutanées,CLINENTITY,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,8291,lésions cutanées,CLINENTITY,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,8084/8352,nodules,EVENT/CLINENTITY,Détecté,c5,4,"nodules, lésions, lésions, lésions"
FR100142,9488,1 à 2 cm de grand axe,RML,Détecté,c50,2,"adénopathies, adénopathies"
FR100142,8264/8966,adénopathies,EVENT/CLINENTITY,Détecté,c50,2,"adénopathies, adénopathies"
FR100142,8720,adénopathies,EVENT,Détecté,c50,2,"adénopathies, adénopathies"
FR100142,8210,adénopathies cervicales,CLINENTITY,Détecté,c50,2,"adénopathies, adénopathies"
FR100142,8282,adénopathies cervicales,CLINENTITY,Détecté,c50,2,"adénopathies, adénopathies"
FR100142,Non applicable,les plans profonds,Non annoté,Détecté,c51,1,plans
FR100142,9606,7.8,RML,Détecté,c52,1,anémie
FR100142,9497,7.8 g/dl,RML,Détecté,c52,1,anémie
FR100142,8735,anémie,EVENT,Détecté,c52,1,anémie
FR100142,8219,anémie normochrome normocytaire,CLINENTITY,Détecté,c52,1,anémie
FR100142,9606,7.8,RML,Détecté,c53,1,g
FR100142,9497,7.8 g/dl,RML,Détecté,c53,1,g
FR100142,9708,des globules blancs,BODYPART,Détecté,c54,1,globules
FR100142,9506,4100 Elts/mm3,RML,Détecté,c55,1,4100
FR100142,9594,700,RML,Détecté,c56,1,lymphopénie
FR100142,9512,700 Elts/mm3,RML,Détecté,c56,1,lymphopénie
FR100142,8228/8750,lymphopénie,EVENT/CLINENTITY,Détecté,c56,1,lymphopénie
FR100142,9600,1200 Elts/mm 3,RML,Détecté,c57,1,Elts
FR100142,9506,4100 Elts/mm3,RML,Détecté,c57,1,Elts
FR100142,9594,700,RML,Détecté,c57,1,Elts
FR100142,9512,700 Elts/mm3,RML,Détecté,c57,1,Elts
FR100142,8765,vitesse,EVENT,Détecté,c58,1,vitesse
FR100142,Non applicable,sédimentation,Non annoté,Détecté,c59,1,sédimentation
FR100142,9488,1 à 2 cm de grand axe,RML,Détecté,c6,1,cm
FR100142,9464,2 cm de diamètre,RML,Détecté,c6,1,cm
FR100142,9521,35mm,RML,Détecté,c60,1,35mm
FR100142,9417,la première heure,TIMEX3,Détecté,c61,1,heure
FR100142,8780,protéine,EVENT,Détecté,c62,1,protéine
FR100142,8795,Ferritinémie,EVENT,Détecté,c63,2,"Ferritinémie, ferritinémie"
FR100142,9316,ferritinémie,EVENT,Détecté,c63,2,"Ferritinémie, ferritinémie"
FR100142,Non applicable,4 fois la normale ) .,Non annoté,Détecté,c64,1,fois
FR100142,Non applicable,la normale,Non annoté,Détecté,c65,1,normale
FR100142,8810,électrophorèse,EVENT,Détecté,c66,1,électrophorèse
FR100142,Non applicable,les protéines plasmatiques,Non annoté,Détecté,c67,1,protéines
FR100142,Non applicable,on,Non annoté,Détecté,c68,1,on
FR100142,8237/8844,hypoalbuminémie,EVENT/CLINENTITY,Détecté,c69,1,hypoalbuminémie
FR100142,9684,l'avant bras gauche,BODYPART,Détecté,c7,1,niveau
FR100142,9630,la face antérieure de l'avant bras gauche,BODYPART,Détecté,c7,1,niveau
FR100142,9557,19.7g/l.,RML,Détecté,c70,1,hypergammaglobulinémie
FR100142,8859,hypergammaglobulinémie,EVENT,Détecté,c70,1,hypergammaglobulinémie
FR100142,8246,hypergammaglobulinémie polyclonale,CLINENTITY,Détecté,c70,1,hypergammaglobulinémie
FR100142,9557,19.7g/l.,RML,Détecté,c71,1,19.7g/l
FR100142,8874,marqueurs,EVENT,Détecté,c72,1,marqueurs
FR100142,Non applicable,ACE,Non annoté,Détecté,c73,1,ACE
FR100142,Non applicable,α foetoprotéine,Non annoté,Détecté,c74,1,α
FR100142,Non applicable,NSE,Non annoté,Détecté,c75,1,NSE
FR100142,8889,taux,EVENT,Détecté,c76,3,"taux, taux, taux"
FR100142,9045,taux,EVENT,Détecté,c76,3,"taux, taux, taux"
FR100142,9267,taux,EVENT,Détecté,c76,3,"taux, taux, taux"
FR100142,9301,taux,EVENT,Détecté,c76,3,"taux, taux, taux"
FR100142,9350,taux,EVENT,Détecté,c76,3,"taux, taux, taux"
FR100142,Non applicable,les CA 19-9,Non annoté,Détecté,c77,3,"CA, CA, CA"
FR100142,9575,163 UI/ml,RML,Détecté,c78,1,UI
FR100142,Non applicable,valeur normale,Non annoté,Détecté,c79,1,valeur
FR100142,9684,l'avant bras gauche,BODYPART,Détecté,c8,1,face
FR100142,9630,la face antérieure de l'avant bras gauche,BODYPART,Détecté,c8,1,face
FR100142,9575,163 UI/ml,RML,Détecté,c80,1,UI
FR100142,8904,réaction,EVENT,Détecté,c81,1,intradermo-réaction
FR100142,Non applicable,la tuberculine,Non annoté,Détecté,c82,1,tuberculine
FR100142,8255,Bacille de Koch,CLINENTITY,Détecté,c83,1,recherche
FR100142,8921,recherche,EVENT,Détecté,c83,1,recherche
FR100142,8255,Bacille de Koch,CLINENTITY,Détecté,c84,1,Bacille
FR100142,9714,les crachats,BODYPART,Détecté,c85,1,crachats
FR100142,9720,les urines,BODYPART,Détecté,c85,1,crachats
FR100142,9714,les crachats,BODYPART,Détecté,c86,1,crachats
FR100142,9720,les urines,BODYPART,Détecté,c87,1,urines
FR100142,8936,scanner,EVENT,Détecté,c88,1,scanner
FR100142,8264/8966,adénopathies,EVENT/CLINENTITY,Détecté,c89,1,adénopathies
FR100142,8720,adénopathies,EVENT,Détecté,c89,1,adénopathies
FR100142,8210,adénopathies cervicales,CLINENTITY,Détecté,c89,1,adénopathies
FR100142,8282,adénopathies cervicales,CLINENTITY,Détecté,c89,1,adénopathies
FR100142,9666,l'avant bras droit,BODYPART,Détecté,c9,3,"bras, membre, bras"
FR100142,9684,l'avant bras gauche,BODYPART,Détecté,c9,3,"bras, membre, bras"
FR100142,9630,la face antérieure de l'avant bras gauche,BODYPART,Détecté,c9,3,"bras, membre, bras"
FR100142,9636,tout le membre,BODYPART,Détecté,c9,3,"bras, membre, bras"
FR100142,8981,anomalie,EVENT,Détecté,c90,1,parenchyme
FR100142,9726,parenchyme pulmonaire,BODYPART,Détecté,c90,1,parenchyme
FR100142,8998,anomalies,EVENT,Détecté,c91,1,absence
FR100142,9060,anomalies,EVENT,Détecté,c91,1,absence
FR100142,9732,l'étage abdominal,BODYPART,Détecté,c91,1,absence
FR100142,8998,anomalies,EVENT,Détecté,c92,1,anomalies
FR100142,9060,anomalies,EVENT,Détecté,c92,1,anomalies
FR100142,9732,l'étage abdominal,BODYPART,Détecté,c92,1,anomalies
FR100142,9732,l'étage abdominal,BODYPART,Détecté,c93,1,étage
FR100142,9030,colonoscopie,EVENT,Détecté,c94,1,fibroscopie
FR100142,9015,fibroscopie,EVENT,Détecté,c94,1,fibroscopie
FR100142,9015,fibroscopie,EVENT,Détecté,c95,1,fibroscopie
FR100142,9030,colonoscopie,EVENT,Détecté,c96,1,colonoscopie
FR100142,8998,anomalies,EVENT,Détecté,c97,1,anomalies
FR100142,9060,anomalies,EVENT,Détecté,c97,1,anomalies
FR100142,8382,biopsie,EVENT,Détecté,c98,1,biopsie
FR100142,9079,biopsie,EVENT,Détecté,c98,1,biopsie
FR100142,9113,tuberculose,EVENT,Détecté,c99,1,tuberculose
FR100142,8273,tuberculose ganglionnaire,CLINENTITY,Détecté,c99,1,tuberculose
FR100161,5351,abaissant,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,5276,confirme,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,5186,demandée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,5766,normaux,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,5742,positive,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,5336,refoulant,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,5306,rehaussée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,5381,réalisée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,4826,révèle,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,5231,révèle,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,4991,révèlent,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,4871,trouve,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100161,5711,Le patient,ACTOR (PATIENT),Détecté,c1,3,"patient, ses, patient"
FR100161,5697,Un patient âgé de 55 ans,ACTOR (PATIENT),Détecté,c1,3,"patient, ses, patient"
FR100161,Non applicable,ses,Non annoté,Détecté,c1,3,"patient, ses, patient"
FR100161,5667,au niveau thoracique,BODYPART,Détecté,c10,1,niveau
FR100161,4811,interrogatoire,EVENT,Détecté,c11,1,interrogatoire
FR100161,4841,plainte,EVENT,Détecté,c12,1,plainte
FR100161,4856,examen,EVENT,Détecté,c13,1,examen
FR100161,5486,examen,EVENT,Détecté,c13,1,examen
FR100161,4886,TA,EVENT,Détecté,c14,1,TA
FR100161,5718,normale,RML,Détecté,c14,1,TA
FR100161,4901,hypotension,EVENT,Détecté,c15,1,hypotension
FR100161,5539,hypotension orthostatique,CLINENTITY,Détecté,c15,1,hypotension
FR100161,5547,hyperfonctionnement,CLINENTITY,Détecté,c16,1,signes
FR100161,4916,signes,EVENT,Détecté,c16,1,signes
FR100161,4946,signes,EVENT,Détecté,c16,1,signes
FR100161,4931,syndrome,EVENT,Détecté,c16,1,signes
FR100161,5547,hyperfonctionnement,CLINENTITY,Détecté,c17,1,syndrome
FR100161,4931,syndrome,EVENT,Détecté,c17,1,syndrome
FR100161,4961,insuffisance,EVENT,Détecté,c18,1,signes
FR100161,5555,insuffisance surrénalienne,CLINENTITY,Détecté,c18,1,signes
FR100161,4916,signes,EVENT,Détecté,c18,1,signes
FR100161,4946,signes,EVENT,Détecté,c18,1,signes
FR100161,4961,insuffisance,EVENT,Détecté,c19,1,insuffisance
FR100161,5555,insuffisance surrénalienne,CLINENTITY,Détecté,c19,1,insuffisance
FR100161,5697,Un patient âgé de 55 ans,ACTOR (PATIENT),Détecté,c2,1,ans
FR100161,4976,examens,EVENT,Détecté,c20,1,examens
FR100161,5724,"8,54 mmol/l",RML,Détecté,c21,1,hyperglycémie
FR100161,5006/5563,hyperglycémie,EVENT/CLINENTITY,Détecté,c21,1,hyperglycémie
FR100161,5724,"8,54 mmol/l",RML,Détecté,c22,1,mmol/l
FR100161,5021,cytolyse,EVENT,Détecté,c23,2,"cytolyse, cytolyse"
FR100161,5201/5611,cytolyse,EVENT/CLINENTITY,Détecté,c23,2,"cytolyse, cytolyse"
FR100161,5571,cytolyse hépatique,CLINENTITY,Détecté,c23,2,"cytolyse, cytolyse"
FR100161,5036,ASAT,EVENT,Détecté,c24,1,ASAT
FR100161,5730,66 puis à 88 UI/l,RML,Détecté,c25,1,UI/l
FR100161,5736,72 puis à 73 UI/l,RML,Détecté,c25,1,UI/l
FR100161,Non applicable,VN < 50,Non annoté,Détecté,c26,1,VN
FR100161,5051,ALAT,EVENT,Détecté,c27,1,ALAT
FR100161,5730,66 puis à 88 UI/l,RML,Détecté,c28,1,UI/l
FR100161,5736,72 puis à 73 UI/l,RML,Détecté,c28,1,UI/l
FR100161,Non applicable,VN < 65,Non annoté,Détecté,c29,1,VN
FR100161,4736,consultation,EVENT,Détecté,c3,1,consultation
FR100161,5579,hépatite C,CLINENTITY,Détecté,c30,1,sérologie
FR100161,5066,sérologie,EVENT,Détecté,c30,1,sérologie
FR100161,5216/5619,HVC,EVENT/CLINENTITY,Détecté,c31,3,"hépatite, HVC, HVC"
FR100161,5587,HVC,CLINENTITY,Détecté,c31,3,"hépatite, HVC, HVC"
FR100161,5579,hépatite C,CLINENTITY,Détecté,c31,3,"hépatite, HVC, HVC"
FR100161,5081,charge,EVENT,Détecté,c32,1,charge
FR100161,5595,virale,CLINENTITY,Détecté,c32,1,charge
FR100161,5748,"6,31 Log (2,04 E+6 UI/ml)",RML,Détecté,c33,1,Log
FR100161,5748,"6,31 Log (2,04 E+6 UI/ml)",RML,Détecté,c34,1,UI
FR100161,5730,66 puis à 88 UI/l,RML,Détecté,c34,1,UI
FR100161,5736,72 puis à 73 UI/l,RML,Détecté,c34,1,UI
FR100161,5096,génotype,EVENT,Détecté,c35,1,génotype
FR100161,5603,génotype 1b,CLINENTITY,Détecté,c35,1,génotype
FR100161,Non applicable,stade F4-A2,Non annoté,Détecté,c36,1,stade
FR100161,5126,Acti tests,EVENT,Détecté,c37,1,Fibro
FR100161,5111,Fibro,EVENT,Détecté,c37,1,Fibro
FR100161,Non applicable,le plan radiologique,Non annoté,Détecté,c38,1,plan
FR100161,5141,radiographie,EVENT,Détecté,c39,1,radiographie
FR100161,4751,visite,EVENT,Détecté,c4,1,visite
FR100161,5156,anomalies,EVENT,Détecté,c40,1,anomalies
FR100161,5171,échographie,EVENT,Détecté,c41,1,échographie
FR100161,5216/5619,HVC,EVENT/CLINENTITY,Détecté,c42,1,cadre
FR100161,5587,HVC,CLINENTITY,Détecté,c42,1,cadre
FR100161,5021,cytolyse,EVENT,Détecté,c42,1,cadre
FR100161,5201/5611,cytolyse,EVENT/CLINENTITY,Détecté,c42,1,cadre
FR100161,5216/5619,HVC,EVENT/CLINENTITY,Détecté,c43,1,cytolyse
FR100161,5587,HVC,CLINENTITY,Détecté,c43,1,cytolyse
FR100161,5021,cytolyse,EVENT,Détecté,c43,1,cytolyse
FR100161,5201/5611,cytolyse,EVENT/CLINENTITY,Détecté,c43,1,cytolyse
FR100161,5571,cytolyse hépatique,CLINENTITY,Détecté,c43,1,cytolyse
FR100161,5754,71x70 mm,RML,Détecté,c44,1,présence
FR100161,5673,la loge surrénalienne droite,BODYPART,Détecté,c44,1,présence
FR100161,5246/5627,masse,EVENT/CLINENTITY,Détecté,c44,1,présence
FR100161,5291/5635,masse,EVENT/CLINENTITY,Détecté,c44,1,présence
FR100161,5246/5627,masse,EVENT/CLINENTITY,Détecté,c45,5,"masse, masse, qui, tumeur, tumeur"
FR100161,5291/5635,masse,EVENT/CLINENTITY,Détecté,c45,5,"masse, masse, qui, tumeur, tumeur"
FR100161,Non applicable,qui,Non annoté,Détecté,c45,5,"masse, masse, qui, tumeur, tumeur"
