doc,mention_id,texte_maillon,tete_lexicale,upos_tete,nature,fonction
FR100168,c27,le saignement,saignement,NOUN,SNdef,autre
FR100168,c40,Les circonstances de le saignement,circonstances,NOUN,SNdef,Suj
FR100168,c41,la pression abdominale,pression,NOUN,SNdef,Suj
FR100168,c42,le alentour de 20 mmHg,alentour,NOUN,SNdef,Obl
FR100168,c43,la technique chirurgicale,technique,NOUN,SNdef,Suj
FR100168,c29,le chirurgien,chirurgien,NOUN,SNdef,Suj
FR100168,c1,le patient,patient,NOUN,SNdef,Suj
FR100168,c44,hypothermie,hypothermie,NOUN,SN∅,autre
FR100168,c29,Le chirurgien,chirurgien,NOUN,SNdef,Suj
FR100168,c46,ce problème d' hémostase,problème,NOUN,SNdem,autre
FR100168,c45,explication chirurgicale de ce problème d' hémostase,explication,NOUN,SN∅,OD
FR100168,c27,Le saignement diffus,saignement,NOUN,SNdef,Suj
FR100168,c48,la tension artérielle,tension,NOUN,SNdef,autre
FR100168,c47,la baisse de la tension artérielle,baisse,NOUN,SNdef,Obl
FR100168,c50,acide tranexamique,acide,NOUN,SN∅,autre
FR100168,c51,10 mg/ kg,mg/,NOUN,SNnum,autre
FR100168,c49,Une dose de charge d' acide tranexamique de 10 mg/ kg,dose,NOUN,SNind,Suj
FR100168,c53,1 mg/kg/h,mg/kg/h,NOUN,SNnum,autre
FR100168,c52,une perfusion continue de 1 mg/kg/h,perfusion,NOUN,SNind,Obl
FR100168,c1,le patient,patient,NOUN,SNdef,Obl
FR100168,c55,2 concentrés globulaires,concentrés,NOUN,SNnum,autre
FR100168,c56,4 plasmas frais congelés,plasmas,NOUN,SNnum,autre
FR100168,c54,une transfusion de 2 concentrés globulaires et de 4 plasmas frais congelés,transfusion,NOUN,SNind,Suj
FR100168,c57,Les suites opératoires,suites,NOUN,SNdef,Suj
FR100168,c1,le patient,patient,NOUN,SNdef,Suj
FR100168,c58,2 heures,heures,NOUN,SNnum,Obl
FR100168,c14,l' intervention,intervention,NOUN,SNdef,autre
FR100168,c59,la fin de l' intervention,fin,NOUN,SNdef,Obl
FR100168,c60,Le bilan biologique après transfusion,bilan,NOUN,SNdef,Suj
FR100168,c54,transfusion,transfusion,NOUN,SN∅,autre
FR100168,c63,"9,2 g / dl",g,NOUN,SNnum,autre
FR100168,c20,les plaquettes,plaquettes,NOUN,SNdef,autre
FR100168,c62,"une hémoglobine à 9,2 g / dl , de les plaquettes à 163000 / mm 3",hémoglobine,NOUN,SNind,OD
FR100168,c64,un taux de prothrombine à 72 %,taux,NOUN,SNind,autre
FR100168,c61,"une hémoglobine à 9,2 g / dl , de les plaquettes à 163000 / mm 3 , un taux de prothrombine à 72 %",hémoglobine,NOUN,SNind,OD
FR100168,c65,un fibrinogène à 3,fibrinogène,NOUN,SNind,autre
FR100168,c66,Aucun déficit neurologique,déficit,NOUN,SNind,Suj
FR100168,c68,la coagulation,coagulation,NOUN,SNdef,autre
FR100168,c67,les nouveaux tests de la coagulation,tests,NOUN,SNdef,Suj
FR100168,c70,maladie de Willebrand,maladie,NOUN,SN∅,autre
FR100168,c71,hémophilie,hémophilie,NOUN,SN∅,autre
FR100168,c73,facteur XI,facteur,NOUN,SN∅,autre
FR100168,c72,déficit en facteur XI,déficit,NOUN,SN∅,autre
FR100168,c69,"recherche de maladie de Willebrand , d' hémophilie et de déficit en facteur XI",recherche,NOUN,SN∅,autre
FR100168,c74,anomalies,anomalies,NOUN,SN∅,OD
FR100168,c77,type auto-anticorps anti-facteur VIII,type,NOUN,SN∅,autre
FR100168,c78,anti-facteur IX,anti-facteur,NOUN,SN∅,autre
FR100168,c76,un anticoagulant circulant de type auto-anticorps anti-facteur VIII ou anti-facteur IX,anticoagulant,NOUN,SNind,autre
FR100168,c75,La recherche d' un anticoagulant circulant de type auto-anticorps anti-facteur VIII ou anti-facteur IX,recherche,NOUN,SNdef,Suj
FR100168,c79,manque de réactif,manque,NOUN,SN∅,Obl
FR100168,c80,le temps de saignement,temps,NOUN,SNdef,Suj
FR100168,c81,Ivy incision,Ivy,X,SN∅,autre
FR100168,c82,16 min,min,NOUN,SNnum,Obl
FR100168,c1,le patient,patient,NOUN,SNdef,Obl
FR100168,c84,24 heures,heures,NOUN,SNnum,autre
FR100168,c83,Un entretien plus fouillé avec le patient 24 heures après,entretien,NOUN,SNind,Suj
FR100168,c86,ail,ail,NOUN,SN∅,autre
FR100168,c1,le patient,patient,NOUN,SNdef,autre
FR100168,c87,les quantités importantes,quantités,NOUN,SNdef,autre
FR100168,c85,une habitude de prise quotidienne d' ail par le patient à de les quantités importantes,habitude,NOUN,SNind,OD
FR100168,c85,Cette habitude,habitude,NOUN,SNdem,Suj
FR100168,c88,génération,génération,NOUN,SN∅,Obl
FR100168,c89,génération,génération,NOUN,SN∅,autre
FR100168,c1,sa,sa,DET,Poss,autre
FR100168,c91,sa famille,famille,NOUN,Poss,autre
FR100168,c90,tous les membres de sa famille,membres,NOUN,SNdef,Obl
FR100168,c93,une hypercholestérolémie familiale,hypercholestérolémie,NOUN,SNind,autre
FR100168,c92,prévention d' une hypercholestérolémie familiale,prévention,NOUN,SN∅,Obl
FR100168,c86,l' ail,l',DET,SNdef,autre
FR100168,c94,Cette phytothérapie avec de l' ail,phytothérapie,NOUN,SNdem,Suj
FR100168,c94,qui,qui,PRON,Pro,Suj
FR100168,c96,l' agrégation plaquettaire,agrégation,NOUN,SNdef,autre
FR100168,c95,une activité inhibitrice de l' agrégation plaquettaire de manière dose dépendante,activité,NOUN,SNind,OD
FR100168,c27,le saignement observé en per opératoire,saignement,NOUN,SNdef,autre
FR100168,c97,cause de le saignement observé en per opératoire,cause,NOUN,SN∅,Obl
FR100185,c2,50 ans,ans,NOUN,SNnum,autre
FR100185,c3,quatre ans,ans,NOUN,SNnum,Obl
FR100185,c5,le sein gauche,sein,NOUN,SNdef,autre
FR100185,c4,une tumeur de le sein gauche,tumeur,NOUN,SNind,Obl
FR100185,c4,laquelle,laquelle,PRON,Pro,Obl
FR100185,c1,elle,elle,PRON,Pro,Suj
FR100185,c6,une mastectomie de type Patey,mastectomie,NOUN,SNind,Obl
FR100185,c7,curage ganglionnaire axillaire,curage,NOUN,SN∅,autre
FR100185,c9,une dose globale de 40Gy,dose,NOUN,SNind,autre
FR100185,c8,une radiothérapie d' une dose globale de 40Gy,radiothérapie,NOUN,SNind,Obl
FR100185,c1,"une femme de 50 ans , suivie depuis quatre ans pour une tumeur de le sein gauche pour laquelle elle a bénéficié d' une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d' une radiothérapie d' une dose globale de 40Gy",femme,NOUN,SNind,Obl
FR100185,c1,elle,elle,PRON,Pro,Suj
FR100185,c10,3 mois,mois,NOUN,SNnum,Obl
FR100185,c12,les paresthésies,paresthésies,NOUN,SNdef,Obl
FR100185,c14,le membre supérieur gauche,membre,NOUN,SNdef,autre
FR100185,c13,une lourdeur de le membre supérieur gauche,lourdeur,NOUN,SNind,autre
FR100185,c11,les paresthésies et une lourdeur de le membre supérieur gauche,paresthésies,NOUN,SNdef,Obl
FR100185,c15,l' examen clinique,examen,NOUN,SNdef,Obl
FR100185,c19,les fléchisseurs,fléchisseurs,NOUN,SNdef,autre
FR100185,c20,les extenseurs,extenseurs,NOUN,SNdef,autre
FR100185,c18,les fléchisseurs et de les extenseurs,fléchisseurs,NOUN,SNdef,autre
FR100185,c17,un déficit moteur proximal et distal de les fléchisseurs et de les extenseurs,déficit,NOUN,SNind,OD
FR100185,c22,les reflexes ostéo-tendineux bicipital et tricipital,reflexes,NOUN,SNdef,autre
FR100185,c21,une abolition de les reflexes ostéo-tendineux bicipital et tricipital,abolition,NOUN,SNind,autre
FR100185,c14,tout le membre,membre,NOUN,SNdef,autre
FR100185,c23,une hypoesthésie de tout le membre,hypoesthésie,NOUN,SNind,autre
FR100185,c25,la main,main,NOUN,SNdef,autre
FR100185,c24,une amyotrophie de la main,amyotrophie,NOUN,SNind,autre
FR100185,c16,"un déficit moteur proximal et distal de les fléchisseurs et de les extenseurs , une abolition de les reflexes ostéo-tendineux bicipital et tricipital , une hypoesthésie de tout le membre et une amyotrophie de la main",déficit,NOUN,SNind,OD
FR100185,c26,L' Electromyogramme,Electromyogramme,PROPN,Np,Suj
FR100185,c14,le membre supérieur,membre,NOUN,SNdef,autre
FR100185,c29,l' ensemble de les nerfs de le membre supérieur,ensemble,NOUN,SNdef,autre
FR100185,c28,les réponses motrices et sensitives de l' ensemble de les nerfs de le membre supérieur,réponses,NOUN,SNdef,autre
FR100185,c27,une abolition de les réponses motrices et sensitives de l' ensemble de les nerfs de le membre supérieur,abolition,NOUN,SNind,OD
FR100185,c31,le plexus brachial,plexus,NOUN,SNdef,autre
FR100185,c30,L' IRM de le plexus brachial,IRM,NOUN,SNdef,Suj
FR100185,c33,forme arrondie,forme,NOUN,SN∅,autre
FR100185,c34,contours irréguliers,contours,NOUN,SN∅,autre
FR100185,c32,une lésion nodulaire sus claviculaire de forme arrondie et de contours irréguliers,lésion,NOUN,SNind,OD
FR100185,c35,les troncs plexiques,troncs,NOUN,SNdef,OD
FR100185,c36,L' aspect IRM,aspect,NOUN,SNdef,Suj
FR100185,c30,IRM,IRM,NOUN,SN∅,autre
FR100185,c37,métastase,métastase,NOUN,SN∅,Obl
FR100185,c31,le plexus brachial,plexus,NOUN,SNdef,OD
FR100227,c1,Nous,Nous,PRON,Pro,Suj
FR100227,c4,65 ans,ans,NOUN,SNnum,Obl
FR100227,c5,antécédents pathologiques,antécédents,NOUN,SN∅,autre
FR100227,c6,cataracte sénile,cataracte,NOUN,SN∅,Obl
FR100227,c7,les deux yeux,yeux,NOUN,SNdef,Obl
FR100227,c3,"un patient âgé de 65 ans , sans antécédents pathologiques , opéré de cataracte sénile à les deux yeux",patient,NOUN,SNind,autre
FR100227,c2,"une observation clinique d' un patient âgé de 65 ans , sans antécédents pathologiques , opéré de cataracte sénile à les deux yeux",observation,NOUN,SNind,OD
FR100227,c8,6 mois,mois,NOUN,SNnum,autre
FR100227,c10,le 2 ème oeil,ème,NOUN,SNdef,autre
FR100227,c9,la chirurgie de le 2 ème oeil,chirurgie,NOUN,SNdef,Obl
FR100227,c3,le patient,patient,NOUN,SNdef,Suj
FR100227,c11,une diplopie verticale,diplopie,NOUN,SNind,OD
FR100227,c12,Le bilan étiologique,bilan,NOUN,SNdef,Suj
FR100227,c13,l' examen clinique,examen,NOUN,SNdef,Obl
FR100227,c14,le Lancaster,Lancaster,PROPN,Np,autre
FR100227,c15,le bilan orthoptique,bilan,NOUN,SNdef,autre
FR100227,c16,l' IRM,IRM,NOUN,SNdef,autre
FR100227,c11,La diplopie,diplopie,NOUN,SNdef,Suj
FR100227,c17,gène,gène,NOUN,SN∅,Obl
FR100227,c19,les escaliers,escaliers,NOUN,SNdef,autre
FR100227,c18,la descente de les escaliers,descente,NOUN,SNdef,Obl
FR100227,c20,la lecture,lecture,NOUN,SNdef,autre
FR100227,c21,Le signe de bielshowsky,signe,NOUN,SNdef,Suj
FR100227,c14,Le Lancaster,Lancaster,PROPN,Np,Suj
FR100227,c23,le grand oblique droit,oblique,NOUN,SNdef,autre
FR100227,c22,une atteinte de le grand oblique droit,atteinte,NOUN,SNind,OD
FR100227,c25,le droit inferieur gauche,droit,NOUN,SNdef,autre
FR100227,c24,hyperaction de le droit inferieur gauche,hyperaction,NOUN,SN∅,autre
FR100227,c27,le muscle droit supérieur,muscle,NOUN,SNdef,autre
FR100227,c26,limitation de le muscle droit supérieur,limitation,NOUN,SN∅,autre
FR100227,c15,Le bilan orthoptique,bilan,NOUN,SNdef,Suj
FR100227,c28,un pouvoir fusionnel,pouvoir,NOUN,SNind,OD
FR100227,c29,8 dioptries de loin,dioptries,NOUN,SNnum,autre
FR100227,c30,12 dioptries de près,dioptries,NOUN,SNnum,autre
FR100227,c16,L IRM,IRM,NOUN,SNdef,Suj
FR100255,c1,Madame K,Madame,NOUN,SN∅,Suj
FR100255,c2,25 ans,ans,NOUN,SNnum,Obl
FR100255,c3,antécédents particuliers,antécédents,NOUN,SN∅,Obl
FR100255,c4,les urgences,urgences,NOUN,SNdef,Obl
FR100255,c5,crise d' éclampsie,crise,NOUN,SN∅,Obl
FR100255,c7,36 semaines d' aménorrhées,semaines,NOUN,SNnum,autre
FR100255,c6,une grossesse de 36 semaines d' aménorrhées,grossesse,NOUN,SNind,Obl
FR100255,c8,aménorrhées,aménorrhées,NOUN,SN∅,autre
FR100255,c10,l' admission,admission,NOUN,SNdef,autre
FR100255,c9,L' examen à l' admission,examen,NOUN,SNdef,Suj
FR100255,c11,un score de Glasgow à 10,score,NOUN,SNind,OD
FR100255,c12,déficit neurologique sensitivomoteur,déficit,NOUN,SN∅,autre
FR100255,c13,une pression artérielle à 185 / 120 mmHg,pression,NOUN,SNind,autre
FR100255,c15,120 battements par minutes,battements,NOUN,SNnum,autre
FR100255,c16,minutes,minutes,NOUN,SN∅,autre
FR100255,c18,20 cycles / min,cycles,NOUN,SNnum,autre
FR100255,c17,une fréquence respiratoire à 20 cycles / min,fréquence,NOUN,SNind,autre
FR100255,c19,min,min,NOUN,SN∅,autre
FR100255,c20,une SpO2 à 95 %,SpO2,NOUN,SNind,autre
FR100255,c21,l' air ambiant,air,NOUN,SNdef,autre
FR100255,c14,"une fréquence cardiaque à 120 battements par minutes , une fréquence respiratoire à 20 cycles / min et une SpO2 à 95 % à l' air ambiant",fréquence,NOUN,SNind,autre
FR100255,c23,le visage,visage,NOUN,SNdef,Obl
FR100255,c24,l' abdomen,abdomen,NOUN,SNdef,autre
FR100255,c26,les murmures vésiculaires,murmures,NOUN,SNdef,autre
FR100255,c27,le champ pulmonaire droit,champ,NOUN,SNdef,autre
FR100255,c25,une diminution de les murmures vésiculaires à le champ pulmonaire droit,diminution,NOUN,SNind,Obl
FR100255,c22,un emphysème sous cutané étendu de le visage jusqu' à l' abdomen avec une diminution de les murmures vésiculaires à le champ pulmonaire droit,emphysème,NOUN,SNind,autre
FR100255,c28,signe de traumatisme,signe,NOUN,SN∅,autre
FR100255,c29,traumatisme,traumatisme,NOUN,SN∅,autre
FR100255,c30,L' examen obstétrical,examen,NOUN,SNdef,Suj
FR100255,c31,les bruits cardiaque fœtaux négatifs,bruits,NOUN,SNdef,Obl
FR100255,c32,un col long fermé et postérieur,col,NOUN,SNind,autre
FR100255,c33,saignement,saignement,NOUN,SN∅,autre
FR100255,c34,contracture utérine,contracture,NOUN,SN∅,autre
FR100255,c7,36 semaines d' aménorrhées,semaines,NOUN,SNnum,autre
FR100255,c6,une grossesse non évolutive de 36 semaines d' aménorrhées,grossesse,NOUN,SNind,autre
FR100255,c35,La confirmation d' une grossesse non évolutive de 36 semaines d' aménorrhées,confirmation,NOUN,SNdef,Suj
FR100255,c8,aménorrhées,aménorrhées,NOUN,SN∅,autre
FR100255,c36,une échographie obstétricale,échographie,NOUN,SNind,Obl
FR100255,c37,mise en condition,mise,NOUN,SN∅,autre
FR100255,c38,oxygénothérapie,oxygénothérapie,NOUN,SN∅,autre
FR100255,c39,décubitus latérale gauche,décubitus,NOUN,SN∅,autre
FR100255,c5,la crise d' éclampsie,crise,NOUN,SNdef,autre
FR100255,c40,un traitement de la crise d' éclampsie,traitement,NOUN,SNind,autre
FR100255,c41,le sulfate de magnésium,sulfate,NOUN,SNdef,autre
FR100255,c43,20min,20min,NUM,Autre,autre
FR100255,c44,relais,relais,NOUN,SN∅,autre
FR100255,c45,perfusion continue d' 1g par heure,perfusion,NOUN,SN∅,autre
FR100255,c42,4g bolus en 20min puis relais par perfusion continue d' 1g par heure,4g,NUM,Autre,autre
FR100255,c46,heure,heure,NOUN,SN∅,autre
FR100255,c13,l' hypertension artérielle,hypertension,NOUN,SNdef,autre
FR100255,c47,un traitement de l' hypertension artérielle,traitement,NOUN,SNind,autre
FR100255,c48,la nicardipine,nicardipine,NOUN,SNdef,autre
FR100255,c49,perfusion continue,perfusion,NOUN,SN∅,autre
FR100255,c50,une heure,heure,NOUN,SNind,Obl
FR100255,c1,la patiente,patiente,NOUN,SNdef,Suj
FR100255,c51,un GCS à 15,GCS,NOUN,SNind,Obl
FR100255,c52,Une radio pulmonaire de face,radio,NOUN,SNind,Suj
FR100255,c54,un pneumomédiastin,pneumomédiastin,NOUN,SNind,OD
FR100255,c22,un emphysème sous cutané,emphysème,NOUN,SNind,autre
FR100255,c53,un pneumomédiastin et un emphysème sous cutané,pneumomédiastin,NOUN,SNind,OD
FR100255,c55,Une TDM cervico-thoraco-abdominale,TDM,NOUN,SNind,Suj
FR100255,c54,un pneumomédiastin important,pneumomédiastin,NOUN,SNind,autre
FR100255,c57,un discret pneumothorax postérieur droit,pneumothorax,NOUN,SNind,autre
FR100255,c58,un important pneumopéritoine,pneumopéritoine,NOUN,SNind,autre
FR100255,c56,"la présence d' un pneumomédiastin important , un discret pneumothorax postérieur droit et un important pneumopéritoine",présence,NOUN,SNdef,OD
FR100255,c59,Le bilan biologique,bilan,NOUN,SNdef,Suj
FR100255,c60,NFS,NFS,NOUN,SN∅,autre
FR100255,c61,ionogramme sanguin,ionogramme,NOUN,SN∅,autre
FR100255,c62,bilan hépatique,bilan,NOUN,SN∅,autre
FR100255,c63,TP,TP,X,SN∅,autre
FR100255,c64,TCA,TCA,X,SN∅,autre
FR100255,c65,Deux jours,jours,NOUN,SNnum,autre
FR100255,c1,son,son,DET,Poss,autre
FR100255,c10,son admission,admission,NOUN,Poss,Obl
FR100255,c1,la patiente,patiente,NOUN,SNdef,Suj
FR100255,c66,voie vaginale,voie,NOUN,SN∅,Obl
FR100255,c68,un poids de 1800 grammes,poids,NOUN,SNind,autre
FR100255,c67,un mort-né d' un poids de 1800 grammes,mort-né,NOUN,SNind,OD
FR100255,c69,forceps,forceps,NOUN,SN∅,autre
FR100255,c70,efforts d' expulsions,efforts,NOUN,SN∅,autre
FR100255,c71,analgésie péridurale,analgésie,NOUN,SN∅,autre
FR100255,c72,Le contrôle radiologique,contrôle,NOUN,SNdef,Suj
FR100255,c73,une semaine,semaine,NOUN,SNnum,autre
FR100255,c22,l' emphysème sous cutané,emphysème,NOUN,SNdef,autre
FR100255,c54,le pneumomédiastin,pneumomédiastin,NOUN,SNdef,autre
FR100255,c74,une nette diminution de l' emphysème sous cutané et de le pneumomédiastin,diminution,NOUN,SNind,OD
FR100255,c1,La patiente,patiente,NOUN,SNdef,Suj
FR100255,c75,l' hôpital,hôpital,NOUN,SNdef,OD
FR100255,c76,le dixième jour,jour,NOUN,SNdef,Obl
FR100275,c1,Une fillette de 2 ans,fillette,NOUN,SNind,Suj
FR100275,c2,état de mort apparente,état,NOUN,SN∅,Obl
FR100275,c1,sa,sa,DET,Poss,autre
FR100275,c3,sa famille,famille,NOUN,Poss,Obl
FR100275,c5,13 minutes,minutes,NOUN,SNnum,autre
FR100275,c4,un délai de 13 minutes,délai,NOUN,SNind,OD
FR100275,c1,l' enfant,enfant,NOUN,SNdef,autre
FR100275,c1,sa,sa,DET,Poss,autre
FR100275,c3,sa famille,famille,NOUN,Poss,autre
FR100275,c6,la découverte de l' enfant par sa famille,découverte,NOUN,SNdef,autre
FR100275,c8,les manœuvres de réanimation,manœuvres,NOUN,SNdef,autre
FR100275,c7,le début de les manœuvres de réanimation,début,NOUN,SNdef,autre
FR100275,c9,réanimation,réanimation,NOUN,SN∅,autre
FR100275,c11,le réanimateur,réanimateur,NOUN,SNdef,autre
FR100275,c10,l' arrivée de le réanimateur,arrivée,NOUN,SNdef,Obl
FR100275,c11,qui,qui,PRON,Pro,Suj
FR100275,c3,la famille,famille,NOUN,SNdef,Obl
FR100275,c1,l' enfant,enfant,NOUN,SNdef,Suj
FR100275,c1,elle,elle,PRON,Pro,Suj
FR100275,c13,une pâleur extrême,pâleur,NOUN,SNind,Obl
FR100275,c12,une cyanose labiale avec une pâleur extrême,cyanose,NOUN,SNind,OD
FR100275,c14,les yeux,yeux,NOUN,SNdef,Suj
FR100275,c16,matières alimentaires,matières,NOUN,SN∅,autre
FR100275,c17,la cavité oro-pharyngée,cavité,NOUN,SNdef,OD
FR100275,c15,présence de matières alimentaires obstruant la cavité oro-pharyngée,présence,NOUN,SN∅,Obl
FR100275,c18,respiration spontanée,respiration,NOUN,SN∅,OD
FR100275,c19,pouls,pouls,NOUN,SN∅,autre
FR100275,c21,mort apparente,mort,NOUN,SN∅,autre
FR100275,c20,le diagnostic de mort apparente,diagnostic,NOUN,SNdef,Suj
FR100275,c23,les voies aériennes,voies,NOUN,SNdef,autre
FR100275,c22,dégagement de les voies aériennes,dégagement,NOUN,SN∅,autre
FR100275,c25,les insufflations pulmonaires,insufflations,NOUN,SNdef,Obl
FR100275,c24,massages cardiaques externes alternés avec de les insufflations pulmonaires,massages,NOUN,SN∅,autre
FR100275,c8,"Les manœuvres de réanimation par dégagement de les voies aériennes , massages cardiaques externes alternés avec de les insufflations pulmonaires",manœuvres,NOUN,SNdef,Suj
FR100275,c27,5 minutes,minutes,NOUN,SNnum,autre
FR100275,c26,le bout de 5 minutes,bout,NOUN,SNdef,Obl
FR100275,c30,"l' activité cardiaque , respiratoire",activité,NOUN,SNdef,autre
FR100275,c29,"la reprise de l' activité cardiaque , respiratoire",reprise,NOUN,SNdef,OD
FR100275,c32,la conscience,conscience,NOUN,SNdef,autre
FR100275,c31,le retour a la conscience,retour,NOUN,SNdef,autre
FR100275,c28,"la reprise de l' activité cardiaque , respiratoire et le retour a la conscience",reprise,NOUN,SNdef,OD
FR100275,c1,L' enfant,enfant,NOUN,SNdef,Suj
FR100275,c33,un service d' urgences,service,NOUN,SNind,Obl
FR100275,c33,les urgences,urgences,NOUN,SNdef,Obl
FR100275,c34,L' anamnèse médicale réalisée à les urgences,anamnèse,NOUN,SNdef,Suj
FR100275,c1,l' enfant,enfant,NOUN,SNdef,Suj
FR100275,c36,le syndrome de le QT long congénital,syndrome,NOUN,SNdef,Obl
FR100275,c35,une mutation génétique responsable de le syndrome de le QT long congénital,mutation,NOUN,SNind,autre
FR100275,c1,elle,elle,PRON,Pro,Suj
FR100275,c37,bêtabloquant à base de Nadolol,bêtabloquant,NOUN,SN∅,Obl
FR100275,c38,Nadolol,Nadolol,PROPN,Np,autre
FR100275,c39,Corgard ®,Corgard,PROPN,Np,autre
FR100275,c40,3 mg/kg/j,mg/kg/j,NOUN,SNnum,autre
FR100275,c41,"20mg , 2 / j",20mg,NUM,Autre,autre
FR100275,c42,j,j,NOUN,SN∅,autre
FR100275,c1,L' enfant,enfant,NOUN,SNdef,Suj
FR100275,c1,son,son,DET,Poss,autre
FR100275,c37,son traitement,traitement,NOUN,Poss,OD
FR100275,c33,les urgences,urgences,NOUN,SNdef,Obl
FR100275,c43,L' examen clinique réalisé à les urgences,examen,NOUN,SNdef,Suj
FR100275,c45,13 kg,kg,NOUN,SNnum,autre
FR100275,c47,80/60 mmHg,mmHg,NOUN,SNnum,autre
FR100275,c46,une pression artérielle de 80/60 mmHg,pression,NOUN,SNind,autre
FR100275,c48,la fréquence cardiaque,fréquence,NOUN,SNdef,Suj
FR100275,c44,"un poids de 13 kg , une pression artérielle de 80/60 mmHg , la fréquence cardiaque est de 126 / minute",poids,NOUN,SNind,OD
FR100275,c49,la température,température,NOUN,SNdef,Suj
FR100275,c50,"38,8 ° C",°,SYM,Autre,Obl
FR100275,c1,son,son,DET,Poss,autre
FR100275,c52,son admission,admission,NOUN,Poss,Obl
FR100275,c33,les urgences,urgences,NOUN,SNdef,autre
FR100275,c51,Le bilan réalisé à son admission à les urgences,bilan,NOUN,SNdef,Suj
FR100275,c53,l' électrocardiogramme,électrocardiogramme,NOUN,SNdef,Obl
FR100275,c54,"un rythme sinusal régulier , à 105 / min",rythme,NOUN,SNind,OD
FR100275,c55,on,on,PRON,Pro,Suj
FR100275,c56,une onde T asymétrique,onde,NOUN,SNind,OD
FR100275,c57,l' espace QT corrigé,espace,NOUN,SNdef,Suj
FR100275,c58,450 millisecondes,millisecondes,NOUN,SNnum,autre
FR100275,c59,Le bilan réalisé en cours d' hospitalisation,bilan,NOUN,SNdef,Suj
FR100275,c60,hospitalisation,hospitalisation,NOUN,SN∅,autre
FR100275,c61,un ionogramme normal,ionogramme,NOUN,SNind,OD
FR100275,c62,l' absence de germes,absence,NOUN,SNdef,autre
FR100275,c63,germes,germes,NOUN,SN∅,autre
FR100275,c65,le sédiment urinaire,sédiment,NOUN,SNdef,autre
FR100275,c64,le niveau de le sédiment urinaire,niveau,NOUN,SNdef,autre
FR100275,c66,foyer pulmonaire,foyer,NOUN,SN∅,OD
FR100275,c68,le thorax,thorax,NOUN,SNdef,autre
FR100275,c67,la radiographie de le thorax,radiographie,NOUN,SNdef,Obl
FR100275,c69,la tomodensitométrie cérébrale,tomodensitométrie,NOUN,SNdef,Suj
FR100275,c70,l' électroencéphalogramme,électroencéphalogramme,NOUN,SNdef,Suj
FR100275,c66,foyer comitial,foyer,NOUN,SN∅,OD
FR100275,c71,L' échographie cardiaque,échographie,NOUN,SNdef,Suj
FR100275,c72,On,On,PRON,Pro,Suj
FR100275,c73,une excellente évolution,évolution,NOUN,SNind,OD
FR100275,c60,l' hospitalisation,hospitalisation,NOUN,SNdef,Obl
FR100275,c1,le nourrisson,nourrisson,NOUN,SNdef,Suj
FR100275,c74,séquelles neurologiques,séquelles,NOUN,SN∅,OD
FR100275,c75,récidive d' arythmies,récidive,NOUN,SN∅,autre
FR100275,c76,arythmies,arythmies,NOUN,SN∅,autre
FR100275,c78,mort subite,mort,NOUN,SN∅,autre
FR100275,c80,le QT Long,QT,PROPN,Np,autre
FR100275,c36,syndrome de le QT Long,syndrome,NOUN,SN∅,autre
FR100275,c79,un contexte de syndrome de le QT Long,contexte,NOUN,SNind,autre
FR100275,c81,la dose de Nadolol,dose,NOUN,SNdef,Suj
FR100275,c38,Nadolol,Nadolol,PROPN,Np,autre
FR100275,c82,25 mg,mg,NOUN,SNnum,Obl
FR100275,c83,deux prises par jour,prises,NOUN,SNnum,Obl
FR100275,c77,Un diagnostic de mort subite dans un contexte de syndrome de le QT Long est posé et la dose de Nadolol majorée à 25 mg deux prises par jour,posé,VERB,SNind,autre
FR100275,c84,jour,jour,NOUN,SN∅,autre
FR100275,c75,récidive,récidive,NOUN,SN∅,autre
FR100275,c86,un défibrillateur,défibrillateur,NOUN,SNind,autre
FR100275,c85,la pose d' un défibrillateur,pose,NOUN,SNdef,Suj
FR100275,c87,Dix mois,mois,NOUN,SNnum,autre
FR100275,c88,l' incident cardiaque,incident,NOUN,SNdef,Obl
FR100275,c1,l' enfant,enfant,NOUN,SNdef,Suj
FR100275,c89,une équipe d' aide médicale urgente,équipe,NOUN,SNind,Obl
FR100275,c90,crise d' épilepsie inaugural,crise,NOUN,SN∅,Obl
FR100275,c33,les urgences,urgences,NOUN,SNdef,Obl
FR100275,c70,l' électroencéphalogramme réalisé à les urgences,électroencéphalogramme,NOUN,SNdef,Suj
FR100275,c66,foyer comitial,foyer,NOUN,SN∅,OD
FR100275,c92,acide valproique,acide,NOUN,SN∅,autre
FR100275,c91,Un traitement à base d' acide valproique,traitement,NOUN,SNind,Suj
FR100275,c1,l' enfant,enfant,NOUN,SNdef,Suj
FR100275,c93,une institution spécialisée,institution,NOUN,SNind,Obl
FR100275,c1,elle,elle,PRON,Pro,Suj
FR100275,c94,un retard scolaire,retard,NOUN,SNind,OD
FR100275,c96,bêtabloquant,bêtabloquant,NOUN,SN∅,Obl
FR100275,c95,bêtabloquant et antiépileptique,bêtabloquant,NOUN,SN∅,Obl
FR100275,c33,les urgences,urgences,NOUN,SNdef,Obl
FR100275,c97,L' enquête familiale faite à les urgences,enquête,NOUN,SNdef,Suj
FR100275,c101,le gène HERG,gène,NOUN,SNdef,autre
