doc,entite_source,source_type,relation,entite_cible,cible_type,texte_contexte
FR100185,abolition,EVENT,CONTAINS,examen,EVENT,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,hypoesthésie,EVENT,CONTAINS,examen,EVENT,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,amyotrophie,EVENT,CONTAINS,examen,EVENT,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,Electromyogramme,EVENT,BEFORE,IRM,EVENT,L'Electromyogramme trouve une abolition des réponses motrices et sensitives de l'ensemble des nerfs du membre supérieur.
FR100185,abolition,EVENT,CONTAINS,Electromyogramme,EVENT,L'Electromyogramme trouve une abolition des réponses motrices et sensitives de l'ensemble des nerfs du membre supérieur.
FR100185,IRM,EVENT,CONTAINS,aspect,EVENT,L'IRM du plexus brachial révèle une lésion nodulaire sus claviculaire de forme arrondie et de contours irréguliers envahissant les troncs plexiques.
FR100185,lésion,EVENT,CONTAINS,IRM,EVENT,L'IRM du plexus brachial révèle une lésion nodulaire sus claviculaire de forme arrondie et de contours irréguliers envahissant les troncs plexiques.
FR100185,métastase,EVENT,CONTAINS,aspect,EVENT,L'aspect IRM est équivoque de métastase envahissant le plexus brachial.
FR100185,du sein gauche,BODYPART,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,du membre supérieur gauche,BODYPART,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,des fléchisseurs,BODYPART,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,des extenseurs,BODYPART,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,tout le membre,BODYPART,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,la main,BODYPART,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,l'ensemble des nerfs du membre supérieur,BODYPART,Non annoté,Indéterminé,Aucun,L'Electromyogramme trouve une abolition des réponses motrices et sensitives de l'ensemble des nerfs du membre supérieur.
FR100185,du plexus brachial,BODYPART,Non annoté,Indéterminé,Aucun,L'IRM du plexus brachial révèle une lésion nodulaire sus claviculaire de forme arrondie et de contours irréguliers envahissant les troncs plexiques.
FR100185,les troncs plexiques,BODYPART,Non annoté,Indéterminé,Aucun,L'IRM du plexus brachial révèle une lésion nodulaire sus claviculaire de forme arrondie et de contours irréguliers envahissant les troncs plexiques.
FR100185,le plexus brachial,BODYPART,Non annoté,Indéterminé,Aucun,L'aspect IRM est équivoque de métastase envahissant le plexus brachial.
FR100185,une femme de 50 ans,ACTOR,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,elle,ACTOR,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,elle,ACTOR,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,trouve,EVENT,Non annoté,Indéterminé,Aucun,L'Electromyogramme trouve une abolition des réponses motrices et sensitives de l'ensemble des nerfs du membre supérieur.
FR100185,révèle,EVENT,Non annoté,Indéterminé,Aucun,L'IRM du plexus brachial révèle une lésion nodulaire sus claviculaire de forme arrondie et de contours irréguliers envahissant les troncs plexiques.
FR100185,tumeur du sein,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,paresthésies,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,lourdeur du membre supérieur,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,déficit moteur,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,abolition des reflexes,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,hypoesthésie,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,amyotrophie,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une femme de 50 ans, suivie depuis quatre ans pour une tumeur du sein gauche pour laquelle elle a bénéficié d'une mastectomie de type Patey avec curage ganglionnaire axillaire suivie d'une radiothérapie d'une dose globale de 40Gy, elle accuse depuis 3 mois des paresthésies et une lourdeur du membre supérieur gauche avec à l'examen clinique un déficit moteur proximal et distal des fléchisseurs et des extenseurs, une abolition des reflexes ostéo-tendineux bicipital et tricipital, une hypoesthésie de tout le membre et une amyotrophie de la main."
FR100185,abolition des réponses motrices,CLINENTITY,Non annoté,Indéterminé,Aucun,L'Electromyogramme trouve une abolition des réponses motrices et sensitives de l'ensemble des nerfs du membre supérieur.
FR100185,lésion,CLINENTITY,Non annoté,Indéterminé,Aucun,L'IRM du plexus brachial révèle une lésion nodulaire sus claviculaire de forme arrondie et de contours irréguliers envahissant les troncs plexiques.
FR100227,présentons,EVENT,OVERLAP,antécédents,EVENT,"Nous présentons une observation clinique d'un patient âgé de 65 ans, sans antécédents pathologiques, opéré de cataracte sénile aux deux yeux."
FR100227,observation,EVENT,OVERLAP,présentons,EVENT,"Nous présentons une observation clinique d'un patient âgé de 65 ans, sans antécédents pathologiques, opéré de cataracte sénile aux deux yeux."
FR100227,opéré,EVENT,BEFORE,présentons,EVENT,"Nous présentons une observation clinique d'un patient âgé de 65 ans, sans antécédents pathologiques, opéré de cataracte sénile aux deux yeux."
FR100227,chirurgie,EVENT,BEFORE,présentons,EVENT,"6 mois après la chirurgie du 2 ème oeil, le patient a présenté une diplopie verticale."
FR100227,chirurgie,EVENT,BEFORE,bilan,EVENT,"6 mois après la chirurgie du 2 ème oeil, le patient a présenté une diplopie verticale."
FR100227,bilan,EVENT,OVERLAP,diplopie,EVENT,"Le bilan étiologique a été basé sur l'examen clinique, le Lancaster, le bilan orthoptique et l'IRM."
FR100227,examen,EVENT,BEFORE,bilan,EVENT,"Le bilan étiologique a été basé sur l'examen clinique, le Lancaster, le bilan orthoptique et l'IRM."
FR100227,Lancaster,EVENT,BEFORE,bilan,EVENT,"Le bilan étiologique a été basé sur l'examen clinique, le Lancaster, le bilan orthoptique et l'IRM."
FR100227,bilan,EVENT,BEFORE,bilan,EVENT,"Le bilan étiologique a été basé sur l'examen clinique, le Lancaster, le bilan orthoptique et l'IRM."
FR100227,IRM,EVENT,BEFORE,bilan,EVENT,"Le bilan étiologique a été basé sur l'examen clinique, le Lancaster, le bilan orthoptique et l'IRM."
FR100227,diplopie,EVENT,SIMULTANEOUS,verticale,EVENT,La diplopie est verticale avec gène à la descente des escaliers et à la lecture.
FR100227,diplopie,EVENT,OVERLAP,gène,EVENT,La diplopie est verticale avec gène à la descente des escaliers et à la lecture.
FR100227,diplopie,EVENT,OVERLAP,signe,EVENT,La diplopie est verticale avec gène à la descente des escaliers et à la lecture.
FR100227,signe,EVENT,OVERLAP,Lancaster,EVENT,Le signe de bielshowsky est positif.
FR100227,positif,EVENT,SIMULTANEOUS,signe,EVENT,Le signe de bielshowsky est positif.
FR100227,Lancaster,EVENT,OVERLAP,bilan,EVENT,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,atteinte,EVENT,OVERLAP,hyperaction,EVENT,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,atteinte,EVENT,CONTAINS,Lancaster,EVENT,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,atteinte,EVENT,OVERLAP,limitation,EVENT,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,bilan,EVENT,OVERLAP,IRM,EVENT,Le bilan orthoptique a révélé un pouvoir fusionnel à 8 dioptries de loin et 12 dioptries de près.
FR100227,pouvoir,EVENT,CONTAINS,bilan,EVENT,Le bilan orthoptique a révélé un pouvoir fusionnel à 8 dioptries de loin et 12 dioptries de près.
FR100227,normale,EVENT,SIMULTANEOUS,IRM,EVENT,L IRM est normale.
FR100227,8 dioptries de loin,RML,PERTAINS,pouvoir,EVENT,Le bilan orthoptique a révélé un pouvoir fusionnel à 8 dioptries de loin et 12 dioptries de près.
FR100227,12 dioptries de près,RML,PERTAINS,pouvoir,EVENT,Le bilan orthoptique a révélé un pouvoir fusionnel à 8 dioptries de loin et 12 dioptries de près.
FR100227,6 mois,TIMEX3,BEGINS-ON,chirurgie,EVENT,"6 mois après la chirurgie du 2 ème oeil, le patient a présenté une diplopie verticale."
FR100227,6 mois,TIMEX3,ENDS-ON,diplopie,EVENT,"6 mois après la chirurgie du 2 ème oeil, le patient a présenté une diplopie verticale."
FR100227,montré,EVENT,Non annoté,Indéterminé,Aucun,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,révélé,EVENT,Non annoté,Indéterminé,Aucun,Le bilan orthoptique a révélé un pouvoir fusionnel à 8 dioptries de loin et 12 dioptries de près.
FR100227,cataracte sénile,CLINENTITY,Non annoté,Indéterminé,Aucun,"Nous présentons une observation clinique d'un patient âgé de 65 ans, sans antécédents pathologiques, opéré de cataracte sénile aux deux yeux."
FR100227,diplopie verticale,CLINENTITY,Non annoté,Indéterminé,Aucun,"6 mois après la chirurgie du 2 ème oeil, le patient a présenté une diplopie verticale."
FR100227,diplopie,CLINENTITY,Non annoté,Indéterminé,Aucun,La diplopie est verticale avec gène à la descente des escaliers et à la lecture.
FR100227,gène,CLINENTITY,Non annoté,Indéterminé,Aucun,La diplopie est verticale avec gène à la descente des escaliers et à la lecture.
FR100227,signe de bielshowsky,CLINENTITY,Non annoté,Indéterminé,Aucun,Le signe de bielshowsky est positif.
FR100227,atteinte,CLINENTITY,Non annoté,Indéterminé,Aucun,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,hyperaction du droit inferieur gauche,CLINENTITY,Non annoté,Indéterminé,Aucun,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,limitation du muscle droit supérieur,CLINENTITY,Non annoté,Indéterminé,Aucun,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,aux deux yeux,BODYPART,Non annoté,Indéterminé,Aucun,"Nous présentons une observation clinique d'un patient âgé de 65 ans, sans antécédents pathologiques, opéré de cataracte sénile aux deux yeux."
FR100227,du 2 ème oeil,BODYPART,Non annoté,Indéterminé,Aucun,"6 mois après la chirurgie du 2 ème oeil, le patient a présenté une diplopie verticale."
FR100227,du grand oblique droit,BODYPART,Non annoté,Indéterminé,Aucun,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,du droit inferieur gauche,BODYPART,Non annoté,Indéterminé,Aucun,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,du muscle droit supérieur,BODYPART,Non annoté,Indéterminé,Aucun,"Le Lancaster a montré une atteinte du grand oblique droit, avec hyperaction du droit inferieur gauche et limitation du muscle droit supérieur."
FR100227,Nous,ACTOR,Non annoté,Indéterminé,Aucun,"Nous présentons une observation clinique d'un patient âgé de 65 ans, sans antécédents pathologiques, opéré de cataracte sénile aux deux yeux."
FR100227,un patient âgé de 65 ans,ACTOR,Non annoté,Indéterminé,Aucun,"Nous présentons une observation clinique d'un patient âgé de 65 ans, sans antécédents pathologiques, opéré de cataracte sénile aux deux yeux."
FR100227,le patient,ACTOR,Non annoté,Indéterminé,Aucun,"6 mois après la chirurgie du 2 ème oeil, le patient a présenté une diplopie verticale."
FR100255,primipare,EVENT,CONTAINS,admise,EVENT,"Madame K, âgée de 25 ans, primipare, sans antécédents particuliers, admise aux urgences pour crise d'éclampsie sur une grossesse de 36 semaines d'aménorrhées."
FR100255,admise,EVENT,OVERLAP,antécédents,EVENT,"Madame K, âgée de 25 ans, primipare, sans antécédents particuliers, admise aux urgences pour crise d'éclampsie sur une grossesse de 36 semaines d'aménorrhées."
FR100255,admise,EVENT,BEFORE,examen,EVENT,"Madame K, âgée de 25 ans, primipare, sans antécédents particuliers, admise aux urgences pour crise d'éclampsie sur une grossesse de 36 semaines d'aménorrhées."
FR100255,crise,EVENT,CONTAINS,admise,EVENT,"Madame K, âgée de 25 ans, primipare, sans antécédents particuliers, admise aux urgences pour crise d'éclampsie sur une grossesse de 36 semaines d'aménorrhées."
FR100255,grossesse,EVENT,CONTAINS,crise,EVENT,"Madame K, âgée de 25 ans, primipare, sans antécédents particuliers, admise aux urgences pour crise d'éclampsie sur une grossesse de 36 semaines d'aménorrhées."
FR100255,grossesse,EVENT,CONTAINS,admise,EVENT,"Madame K, âgée de 25 ans, primipare, sans antécédents particuliers, admise aux urgences pour crise d'éclampsie sur une grossesse de 36 semaines d'aménorrhées."
FR100255,examen,EVENT,BEFORE,examen,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,score,EVENT,CONTAINS,examen,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,déficit,EVENT,OVERLAP,examen,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,pression,EVENT,CONTAINS,examen,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,fréquence,EVENT,CONTAINS,examen,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,fréquence,EVENT,CONTAINS,examen,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,SpO2,EVENT,CONTAINS,examen,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,emphysème,EVENT,CONTAINS,examen,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,diminution,EVENT,CONTAINS,examen,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,signe,EVENT,OVERLAP,examen,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,examen,EVENT,BEFORE,échographie,EVENT,L'examen obstétrical a montré des bruits cardiaque fœtaux négatifs et un col long fermé et postérieur sans saignement ni contracture utérine.
FR100255,bruits,EVENT,CONTAINS,examen,EVENT,L'examen obstétrical a montré des bruits cardiaque fœtaux négatifs et un col long fermé et postérieur sans saignement ni contracture utérine.
FR100255,échographie,EVENT,CONTAINS,confirmation,EVENT,La confirmation d'une grossesse non évolutive de 36 semaines d'aménorrhées a été faite par une échographie obstétricale.
FR100255,échographie,EVENT,BEFORE,mise,EVENT,La confirmation d'une grossesse non évolutive de 36 semaines d'aménorrhées a été faite par une échographie obstétricale.
FR100255,mise,EVENT,BEFORE,décubitus,EVENT,"Après mise en condition: oxygénothérapie, décubitus latérale gauche, un traitement de la crise d'éclampsie par le sulfate de magnésium (4g bolus en 20min puis relais par perfusion continue d' 1g par heure) et un traitement de l'hypertension artérielle par la nicardipine (0,5mg/heure en perfusion continue)."
FR100255,mise,EVENT,BEFORE,traitement,EVENT,"Après mise en condition: oxygénothérapie, décubitus latérale gauche, un traitement de la crise d'éclampsie par le sulfate de magnésium (4g bolus en 20min puis relais par perfusion continue d' 1g par heure) et un traitement de l'hypertension artérielle par la nicardipine (0,5mg/heure en perfusion continue)."
FR100255,mise,EVENT,BEFORE,traitement,EVENT,"Après mise en condition: oxygénothérapie, décubitus latérale gauche, un traitement de la crise d'éclampsie par le sulfate de magnésium (4g bolus en 20min puis relais par perfusion continue d' 1g par heure) et un traitement de l'hypertension artérielle par la nicardipine (0,5mg/heure en perfusion continue)."
FR100255,mise,EVENT,BEFORE,oxygénothérapie,EVENT,"Après mise en condition: oxygénothérapie, décubitus latérale gauche, un traitement de la crise d'éclampsie par le sulfate de magnésium (4g bolus en 20min puis relais par perfusion continue d' 1g par heure) et un traitement de l'hypertension artérielle par la nicardipine (0,5mg/heure en perfusion continue)."
FR100255,mise,EVENT,BEFORE,réveillée,EVENT,"Après mise en condition: oxygénothérapie, décubitus latérale gauche, un traitement de la crise d'éclampsie par le sulfate de magnésium (4g bolus en 20min puis relais par perfusion continue d' 1g par heure) et un traitement de l'hypertension artérielle par la nicardipine (0,5mg/heure en perfusion continue)."
