id_CR,doc,mention_id,Longueur,nature_premier_maillon,FS_premier_maillon,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18
FR100282_CHAINE_c4,FR100282,c4,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c6,FR100282,c6,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c7,FR100282,c7,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c8,FR100282,c8,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c5,FR100282,c5,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c9,FR100282,c9,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c10,FR100282,c10,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c11,FR100282,c11,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c12,FR100282,c12,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c13,FR100282,c13,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c15,FR100282,c15,2,SNdef,autre,SNdef,SN∅,,,,,,,,,,,,,,,,
FR100282_CHAINE_c14,FR100282,c14,2,SNind,Obl,SNind,SNdef,,,,,,,,,,,,,,,,
FR100282_CHAINE_c16,FR100282,c16,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c17,FR100282,c17,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c18,FR100282,c18,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c19,FR100282,c19,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c20,FR100282,c20,2,SNind,Suj,SNind,SN∅,,,,,,,,,,,,,,,,
FR100282_CHAINE_c21,FR100282,c21,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c22,FR100282,c22,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c23,FR100282,c23,1,Autre,Obl,Autre,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c24,FR100282,c24,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c25,FR100282,c25,1,Poss,Suj,Poss,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c26,FR100282,c26,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c28,FR100282,c28,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c27,FR100282,c27,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c29,FR100282,c29,1,Poss,Suj,Poss,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c30,FR100282,c30,2,SNind,Suj,SNind,SNind,,,,,,,,,,,,,,,,
FR100282_CHAINE_c31,FR100282,c31,1,Poss,Obl,Poss,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c32,FR100282,c32,1,Poss,Obl,Poss,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c33,FR100282,c33,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c34,FR100282,c34,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c35,FR100282,c35,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c36,FR100282,c36,3,Pro,Suj,Pro,Pro,Pro,,,,,,,,,,,,,,,
FR100282_CHAINE_c37,FR100282,c37,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c38,FR100282,c38,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c40,FR100282,c40,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c41,FR100282,c41,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c42,FR100282,c42,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c39,FR100282,c39,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c43,FR100282,c43,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c44,FR100282,c44,1,SNnum,OD,SNnum,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c45,FR100282,c45,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c46,FR100282,c46,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c47,FR100282,c47,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c48,FR100282,c48,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c49,FR100282,c49,2,Poss,autre,Poss,SNind,,,,,,,,,,,,,,,,
FR100282_CHAINE_c50,FR100282,c50,1,Poss,Obl,Poss,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c53,FR100282,c53,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c52,FR100282,c52,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c51,FR100282,c51,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c54,FR100282,c54,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c56,FR100282,c56,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c55,FR100282,c55,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c57,FR100282,c57,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c58,FR100282,c58,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c59,FR100282,c59,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c61,FR100282,c61,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c60,FR100282,c60,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c63,FR100282,c63,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c62,FR100282,c62,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c64,FR100282,c64,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c65,FR100282,c65,1,Np,Obl,Np,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c66,FR100282,c66,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c67,FR100282,c67,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c68,FR100282,c68,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c69,FR100282,c69,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c70,FR100282,c70,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c72,FR100282,c72,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c71,FR100282,c71,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c73,FR100282,c73,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c75,FR100282,c75,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c74,FR100282,c74,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100282_CHAINE_c76,FR100282,c76,1,SNdem,Obl,SNdem,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c1,FR100283,c1,2,SNind,autre,SNind,Pro,,,,,,,,,,,,,,,,
FR100283_CHAINE_c2,FR100283,c2,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c3,FR100283,c3,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c4,FR100283,c4,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c5,FR100283,c5,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c6,FR100283,c6,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c7,FR100283,c7,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c8,FR100283,c8,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c9,FR100283,c9,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c10,FR100283,c10,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c11,FR100283,c11,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c12,FR100283,c12,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c13,FR100283,c13,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c14,FR100283,c14,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c15,FR100283,c15,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c16,FR100283,c16,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c17,FR100283,c17,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c18,FR100283,c18,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c20,FR100283,c20,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c19,FR100283,c19,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c21,FR100283,c21,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c22,FR100283,c22,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c23,FR100283,c23,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c24,FR100283,c24,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100283_CHAINE_c25,FR100283,c25,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c2,FR100296,c2,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c3,FR100296,c3,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c5,FR100296,c5,3,SNdef,Obl,SNdef,SN∅,SN∅,,,,,,,,,,,,,,,
FR100296_CHAINE_c4,FR100296,c4,3,SNind,OD,SNind,SNind,SNdef,,,,,,,,,,,,,,,
FR100296_CHAINE_c6,FR100296,c6,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c7,FR100296,c7,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c1,FR100296,c1,5,SNind,Obl,SNind,SNdef,SNdef,SNdef,SNdef,,,,,,,,,,,,,
FR100296_CHAINE_c8,FR100296,c8,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c9,FR100296,c9,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c10,FR100296,c10,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c11,FR100296,c11,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c12,FR100296,c12,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c14,FR100296,c14,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c13,FR100296,c13,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c15,FR100296,c15,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c16,FR100296,c16,1,SN∅,OD,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c17,FR100296,c17,2,SN∅,autre,SN∅,SN∅,,,,,,,,,,,,,,,,
FR100296_CHAINE_c18,FR100296,c18,2,SNdef,Suj,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100296_CHAINE_c19,FR100296,c19,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c20,FR100296,c20,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c21,FR100296,c21,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c23,FR100296,c23,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c24,FR100296,c24,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c25,FR100296,c25,2,SN∅,autre,SN∅,SNdef,,,,,,,,,,,,,,,,
FR100296_CHAINE_c26,FR100296,c26,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c22,FR100296,c22,2,SNdef,autre,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100296_CHAINE_c27,FR100296,c27,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c28,FR100296,c28,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c30,FR100296,c30,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c29,FR100296,c29,2,SNind,Suj,SNind,SNdef,,,,,,,,,,,,,,,,
FR100296_CHAINE_c31,FR100296,c31,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c32,FR100296,c32,1,SN∅,OD,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c33,FR100296,c33,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c34,FR100296,c34,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c35,FR100296,c35,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c36,FR100296,c36,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c37,FR100296,c37,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c38,FR100296,c38,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c39,FR100296,c39,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c41,FR100296,c41,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c40,FR100296,c40,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c43,FR100296,c43,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c44,FR100296,c44,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c42,FR100296,c42,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c46,FR100296,c46,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c47,FR100296,c47,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c45,FR100296,c45,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c49,FR100296,c49,2,SNdef,autre,SNdef,SNind,,,,,,,,,,,,,,,,
FR100296_CHAINE_c48,FR100296,c48,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c50,FR100296,c50,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c53,FR100296,c53,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c52,FR100296,c52,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c51,FR100296,c51,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c54,FR100296,c54,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c56,FR100296,c56,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c55,FR100296,c55,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c57,FR100296,c57,2,SNdef,Suj,SNdef,SNdem,,,,,,,,,,,,,,,,
FR100296_CHAINE_c58,FR100296,c58,2,SNdef,Obl,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100296_CHAINE_c59,FR100296,c59,2,SNdef,Suj,SNdef,Sujet_zero,,,,,,,,,,,,,,,,
FR100296_CHAINE_c60,FR100296,c60,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c61,FR100296,c61,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c62,FR100296,c62,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c63,FR100296,c63,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c64,FR100296,c64,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c65,FR100296,c65,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c66,FR100296,c66,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c67,FR100296,c67,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c68,FR100296,c68,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c69,FR100296,c69,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c70,FR100296,c70,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c71,FR100296,c71,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c72,FR100296,c72,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100296_CHAINE_c73,FR100296,c73,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c1,FR100314,c1,4,SN∅,autre,SN∅,Poss,SNdef,SNdef,,,,,,,,,,,,,,
FR100314_CHAINE_c2,FR100314,c2,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c3,FR100314,c3,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c5,FR100314,c5,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c7,FR100314,c7,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c6,FR100314,c6,2,SNind,autre,SNind,SN∅,,,,,,,,,,,,,,,,
FR100314_CHAINE_c4,FR100314,c4,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c8,FR100314,c8,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c9,FR100314,c9,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c11,FR100314,c11,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c10,FR100314,c10,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c12,FR100314,c12,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c15,FR100314,c15,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c16,FR100314,c16,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c14,FR100314,c14,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c13,FR100314,c13,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c17,FR100314,c17,1,SN∅,OD,SN∅,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c18,FR100314,c18,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c19,FR100314,c19,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c20,FR100314,c20,1,Poss,Obl,Poss,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c22,FR100314,c22,2,SN∅,autre,SN∅,SNdef,,,,,,,,,,,,,,,,
FR100314_CHAINE_c21,FR100314,c21,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c24,FR100314,c24,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c26,FR100314,c26,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c25,FR100314,c25,1,SN∅,OD,SN∅,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c27,FR100314,c27,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c23,FR100314,c23,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c28,FR100314,c28,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100314_CHAINE_c29,FR100314,c29,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c1,FR100344,c1,6,SN∅,Obl,SN∅,SNdef,SNdef,SNdef,SNdef,Pro,,,,,,,,,,,,
FR100344_CHAINE_c2,FR100344,c2,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c3,FR100344,c3,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c5,FR100344,c5,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c4,FR100344,c4,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c6,FR100344,c6,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c7,FR100344,c7,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c9,FR100344,c9,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c8,FR100344,c8,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c10,FR100344,c10,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c12,FR100344,c12,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c11,FR100344,c11,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c13,FR100344,c13,2,SN∅,autre,SN∅,SN∅,,,,,,,,,,,,,,,,
FR100344_CHAINE_c14,FR100344,c14,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c15,FR100344,c15,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c16,FR100344,c16,3,SNind,OD,SNind,SNdef,SNdef,,,,,,,,,,,,,,,
FR100344_CHAINE_c18,FR100344,c18,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c17,FR100344,c17,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c19,FR100344,c19,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c20,FR100344,c20,3,SN∅,autre,SN∅,Autre,SN∅,,,,,,,,,,,,,,,
FR100344_CHAINE_c21,FR100344,c21,2,SNnum,autre,SNnum,SN∅,,,,,,,,,,,,,,,,
FR100344_CHAINE_c22,FR100344,c22,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c23,FR100344,c23,2,Autre,autre,Autre,Autre,,,,,,,,,,,,,,,,
FR100344_CHAINE_c24,FR100344,c24,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c25,FR100344,c25,2,SN∅,autre,SN∅,Autre,,,,,,,,,,,,,,,,
FR100344_CHAINE_c26,FR100344,c26,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c27,FR100344,c27,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c28,FR100344,c28,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c31,FR100344,c31,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c30,FR100344,c30,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c29,FR100344,c29,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c32,FR100344,c32,3,SNdef,Suj,SNdef,SNnum,SNdef,,,,,,,,,,,,,,,
FR100344_CHAINE_c33,FR100344,c33,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c34,FR100344,c34,2,SN∅,Obl,SN∅,Pro,,,,,,,,,,,,,,,,
FR100344_CHAINE_c35,FR100344,c35,2,SNind,OD,SNind,Pro,,,,,,,,,,,,,,,,
FR100344_CHAINE_c36,FR100344,c36,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c37,FR100344,c37,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c38,FR100344,c38,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c39,FR100344,c39,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c41,FR100344,c41,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c40,FR100344,c40,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c42,FR100344,c42,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c43,FR100344,c43,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c44,FR100344,c44,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c45,FR100344,c45,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c46,FR100344,c46,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c48,FR100344,c48,3,SNnum,autre,SNnum,SNdef,SNnum,,,,,,,,,,,,,,,
FR100344_CHAINE_c49,FR100344,c49,2,SNnum,autre,SNnum,SNdef,,,,,,,,,,,,,,,,
FR100344_CHAINE_c47,FR100344,c47,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c50,FR100344,c50,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c51,FR100344,c51,1,SNnum,OD,SNnum,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c52,FR100344,c52,1,SNnum,OD,SNnum,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c53,FR100344,c53,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c54,FR100344,c54,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100344_CHAINE_c55,FR100344,c55,2,SNdef,Suj,SNdef,SNdef,,,,,,,,,,,,,,,,
