doc_id,source_id,mention_source,source_texte,source_tag,source_docTimeRel,source_eventType,source_contextualModality,source_polarity,source_timexType,relation_type,target_id,mention_target,target_texte,target_tag,target_docTimeRel,target_eventType,target_contextualModality,target_polarity,target_timexType
FR100255,4900,singleton,SpO2,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4795,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,4915,c22,emphysème,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4795,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,4930,singleton,diminution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4795,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,4945,singleton,signe,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,OVERLAP,4795,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,4960,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5020,singleton,échographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,4990,singleton,bruits,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4960,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5020,singleton,échographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5005,singleton,confirmation,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5020,singleton,échographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5035,singleton,mise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5035,singleton,mise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5065,singleton,décubitus,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5035,singleton,mise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5080,singleton,traitement,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5035,singleton,mise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5125,singleton,traitement,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5035,singleton,mise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5050,singleton,oxygénothérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5035,singleton,mise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5140,non détecté,réveillée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5080,singleton,traitement,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5110,singleton,relais,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5080,singleton,traitement,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5095,non détecté,bolus,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5095,non détecté,bolus,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5110,singleton,relais,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5140,non détecté,réveillée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5185,singleton,radio,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5155,non détecté,consciente,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEGINS-ON,5140,non détecté,réveillée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5155,non détecté,consciente,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,5170,singleton,GCS,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5185,singleton,radio,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5245,singleton,TDM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5215/5608,c54,pneumomédiastin,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5185,singleton,radio,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5230,c22,emphysème,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5185,singleton,radio,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5245,singleton,TDM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5320,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5275/5624,c54,pneumomédiastin,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5245,singleton,TDM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5290/5632,singleton,pneumothorax,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5245,singleton,TDM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5305/5640,singleton,pneumopéritoine,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5245,singleton,TDM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5320,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5335,singleton,NFS,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5320,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5425,non détecté,expulsé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5320,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5350,singleton,ionogramme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5320,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5395,singleton,TCA,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5320,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5380,singleton,TP,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5320,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5365,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5410,c10,admission,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5425,non détecté,expulsé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5425,non détecté,expulsé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,5440,singleton,poids,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5425,non détecté,expulsé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5485,singleton,contrôle,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5425,non détecté,expulsé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5455,singleton,efforts,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100255,5470,singleton,analgésie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5425,non détecté,expulsé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5485,singleton,contrôle,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5545,non détecté,quitté,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5515,singleton,diminution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5485,singleton,contrôle,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5530/5656,c54,pneumomédiastin,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5485,singleton,contrôle,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5822,singleton,Deux jours,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DURATION,BEGINS-ON,5410,c10,admission,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5822,singleton,Deux jours,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DURATION,ENDS-ON,5425,non détecté,expulsé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5831,singleton,une semaine,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DURATION,ENDS-ON,5485,singleton,contrôle,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100255,5840,singleton,au dixième jour,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DATE,CONTAINS,5545,non détecté,quitté,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8186,non détecté,trouvée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,8216,singleton,découverte,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8201,singleton,mort,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8186,non détecté,trouvée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8216,singleton,découverte,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8231,singleton,début,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
FR100275,8216,singleton,découverte,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8261,singleton,arrivée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8231,singleton,début,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné,INITIATES,8246,c8,manœuvres,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8246,c8,manœuvres,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEGINS-ON,8231,singleton,début,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
FR100275,8261,singleton,arrivée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8411,non détecté,établi,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8276,non détecté,voisin,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,CONTAINS,8261,singleton,arrivée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8291/9634,non détecté,hypotonique,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8261,singleton,arrivée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8306/9642,singleton,cyanose,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8261,singleton,arrivée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8321/9650,singleton,pâleur,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8261,singleton,arrivée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8336,non détecté,ouverts,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8261,singleton,arrivée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8351,singleton,matières,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8261,singleton,arrivée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8396,singleton,mort,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8411,non détecté,établi,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8411,non détecté,établi,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8381,singleton,pouls,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100275,8411,non détecté,établi,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8426,c8,manœuvres,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8411,non détecté,établi,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8366,singleton,respiration,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100275,8426,c8,manœuvres,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8576,non détecté,transféré,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8426,c8,manœuvres,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8456,singleton,massages,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8426,c8,manœuvres,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8441,singleton,dégagement,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8426,c8,manœuvres,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8546,singleton,retour,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
FR100275,8426,c8,manœuvres,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8501,singleton,reprise,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
FR100275,8426,c8,manœuvres,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8486,non détecté,permettent,EVENT,BEFORE,EVIDENTIAL,ACTUAL,POS,Non concerné
FR100275,8426,c8,manœuvres,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8471,singleton,insufflations,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8501,singleton,reprise,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné,REINITIATES,8516,singleton,activité,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8501,singleton,reprise,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné,REINITIATES,8531,non détecté,respiratoire,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8516,singleton,activité,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEGINS-ON,8501,singleton,reprise,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
FR100275,8531,non détecté,respiratoire,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEGINS-ON,8501,singleton,reprise,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
FR100275,8546,singleton,retour,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné,REINITIATES,8561,singleton,conscience,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8561,singleton,conscience,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEGINS-ON,8546,singleton,retour,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
FR100275,8576,non détecté,transféré,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8591,singleton,anamnèse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8591,singleton,anamnèse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8666,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8621,non détecté,porteur,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,CONTAINS,8591,singleton,anamnèse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8636,c96,bêtabloquant,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,CONTAINS,8591,singleton,anamnèse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8651,non détecté,pris,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8186,non détecté,trouvée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8666,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8711,singleton,pression,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8666,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8741,singleton,température,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8666,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8756,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8666,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8726,singleton,fréquence,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8696,singleton,poids,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8666,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8756,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8786,singleton,électrocardiogramme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8756,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8846,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8786,singleton,électrocardiogramme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8801,singleton,rythme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8816,singleton,onde,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8786,singleton,électrocardiogramme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8831,singleton,espace,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8786,singleton,électrocardiogramme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8846,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8876,non détecté,rassurant,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8846,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8906,singleton,ionogramme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8846,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8981,c70,électroencéphalogramme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8846,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8951,singleton,radiographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8846,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8966,singleton,tomodensitométrie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8846,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9026,singleton,échographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8846,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8921/9690,singleton,germes,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100275,8861,c60,hospitalisation,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8846,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,8951,singleton,radiographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8936,c66,foyer,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100275,8981,c70,électroencéphalogramme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9011,c66,foyer,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100275,9026,singleton,échographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9041,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9041,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9086/9706,c75,récidive,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100275,9041,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9116,non détecté,posé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9041,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9071,singleton,séquelles,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100275,9056,c60,hospitalisation,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,9041,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9101,singleton,mort,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,9116,non détecté,posé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9116,non détecté,posé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,9221,non détecté,pris,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9116,non détecté,posé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,9146,non détecté,majorée,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
FR100275,9146,non détecté,majorée,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné,OVERLAP,9131,c38,Nadolol,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9191,non détecté,envisagée,EVENT,BEFORE,N/A,HYPOTHETICAL-IF,POS,Non concerné,OVERLAP,9116,non détecté,posé,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9191,non détecté,envisagée,EVENT,BEFORE,N/A,HYPOTHETICAL-IF,POS,Non concerné,OVERLAP,9161/9738,c75,récidive,EVENT/CLINENTITY,AFTER,N/A,HYPOTHETICAL-IF,POS,Non concerné
FR100275,9191,non détecté,envisagée,EVENT,BEFORE,N/A,HYPOTHETICAL-IF,POS,Non concerné,OVERLAP,9176,singleton,pose,EVENT,AFTER,N/A,HYPOTHETICAL-IF,POS,Non concerné
FR100275,9206,singleton,incident,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,9221,non détecté,pris,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9221,non détecté,pris,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,9251,c70,électroencéphalogramme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9221,non détecté,pris,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,9311,non détecté,instauré,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
FR100275,9236,singleton,crise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,9221,non détecté,pris,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9251,c70,électroencéphalogramme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9281,c66,foyer,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100275,9296,singleton,acide,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEGINS-ON,9311,non détecté,instauré,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
FR100275,9311,non détecté,instauré,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné,INITIATES,9296,singleton,acide,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9311,non détecté,instauré,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné,OVERLAP,9386,singleton,enquête,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9326,non détecté,scolarisée,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,OVERLAP,9356,c96,bêtabloquant,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9326,non détecté,scolarisée,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,OVERLAP,9371,non détecté,antiépileptique,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9326,non détecté,scolarisée,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,CONTAINS,9386,singleton,enquête,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9326,non détecté,scolarisée,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,OVERLAP,9341,singleton,retard,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9416,c99,mutation,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,CONTAINS,9431,c96,bêtabloquant,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9416,c99,mutation,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,CONTAINS,9386,singleton,enquête,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9416,c99,mutation,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,OVERLAP,9461,non détecté,porte,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9431,c96,bêtabloquant,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,OVERLAP,9446,singleton,stimulateur,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9461,non détecté,porte,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,9476,non détecté,positive,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9461,non détecté,porte,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,OVERLAP,9506,c96,bêtabloquant,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9461,non détecté,porte,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,OVERLAP,9521/9802,c99,mutation,EVENT/CLINENTITY,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9476,non détecté,positive,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,9491,non détecté,négative,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9521/9802,c99,mutation,EVENT/CLINENTITY,OVERLAP,N/A,ACTUAL,POS,Non concerné,OVERLAP,9536,singleton,sympathectomie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,9536,singleton,sympathectomie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9566,c96,bêtabloquant,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9536,singleton,sympathectomie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9551,c86,défibrillateur,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9536,singleton,sympathectomie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9596,non détecté,positifs,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9566,c96,bêtabloquant,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,OVERLAP,9581,singleton,vérapamil,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100275,9596,non détecté,positifs,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné,OVERLAP,9611,non détecté,traités,EVENT,OVERLAP,N/A,ACTUAL,NEG,Non concerné
FR100275,10083,singleton,13 minutes,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DURATION,BEGINS-ON,8216,singleton,découverte,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100275,10083,singleton,13 minutes,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DURATION,ENDS-ON,8231,singleton,début,EVENT,BEFORE,ASPECTUAL,ACTUAL,POS,Non concerné
