doc,mention_id,texte_maillon,tete_lexicale,nature,fonction
EN100029,c35,Two days,days,SNnum,Obl
EN100029,c1,she,she,Pro,Suj
EN100029,c36,an acute respiratory failure,failure,SNind,OD
EN100029,c38,laboratory tests,tests,SN∅,Suj
EN100029,c39,multiorgan failure,failure,SN∅,OD
EN100029,c37,the intensive care unit where laboratory tests revealed multiorgan failure,unit,SNdef,Obl
EN100029,c41,liver,liver,SN∅,autre
EN100029,c40,liver enzymes,enzymes,SN∅,autre
EN100029,c42,5000 U /L,U,SNnum,autre
EN100029,c43,normal level,level,SN∅,autre
EN100029,c42,0- 37U/L,37U/L,SN∅,autre
EN100029,c44,creatine phosphokinase,phosphokinase,SN∅,autre
EN100029,c45,59000 U/L,U/L,SNnum,autre
EN100029,c46,normal level,level,SN∅,autre
EN100029,c45,10- 200U/ L,L,SNnum,autre
EN100029,c47,cardiac troponin T,T,SN∅,autre
EN100029,c48,21ng / ml,21ng,SN∅,autre
EN100029,c49,normal level,level,SN∅,autre
EN100029,c49,"under 0,01ng / ml","0,01ng",Autre,autre
EN100029,c50,leucopenia,leucopenia,SN∅,autre
EN100029,c51,2600 / mm 3,mm,SNnum,autre
EN100029,c52,normal level,level,SN∅,autre
EN100029,c51,4000-9000 / mm 3,4000-9000,Autre,autre
EN100029,c53,thrombocytopenia,thrombocytopenia,SN∅,autre
EN100029,c54,13000 / mm 3,mm,SNnum,autre
EN100029,c54,normal level,level,SN∅,autre
EN100029,c54,150000-400000 / mm 3,150000-400000,Autre,autre
EN100029,c56,prothrombin,prothrombin,SN∅,autre
EN100029,c55,prothrombin time,time,SN∅,autre
EN100029,c57,38 %,%,Autre,autre
EN100029,c58,normal level,level,SN∅,autre
EN100029,c58,70 - 100 %,%,Autre,autre
EN100029,c60,Chest,Chest,SN∅,autre
EN100029,c59,Chest X - ray,ray,SN∅,Suj
EN100029,c62,a normal cardiac silhouette,silhouette,SNind,autre
EN100029,c61,bilateral interstitial markings with a normal cardiac silhouette,markings,SN∅,OD
EN100029,c63,Viral serology,serology,SN∅,Suj
EN100029,c65,hepatitis A,A,Np,Obl
EN100029,c66,B,B,Np,autre
EN100029,c64,"hepatitis A , B , C , D , and E",A,Np,Obl
EN100029,c67,Epstein - Barr virus,virus,SN∅,autre
EN100029,c68,Cytomegalovirus,Cytomegalovirus,Np,autre
EN100029,c69,A skin morbilliform rash,rash,SNind,Suj
EN100029,c70,facial edema,edema,SN∅,autre
EN100029,c1,The patient,patient,SNdef,Suj
EN100029,c71,a fluid resuscitation,resuscitation,SNind,OD
EN100029,c72,platelet and erythrocyte transfusion,transfusion,SN∅,autre
EN100029,c73,steroids,steroids,SN∅,autre
EN100029,c74,antibiotics,antibiotics,SN∅,autre
EN100029,c75,A hypoxic coma,coma,SNind,Suj
EN100029,c76,day 4,day,SNnum,Obl
EN100029,c77,intubation,intubation,SN∅,Obl
EN100029,c78,mechanical ventilation,ventilation,SN∅,autre
EN100029,c1,she,she,Pro,Suj
EN100029,c79,intractable shock,shock,SN∅,OD
EN100029,c80,acute renal impairment,impairment,SN∅,autre
EN100029,c81,inotropic agents,agents,SN∅,Obl
EN100029,c82,death,death,SN∅,Obl
EN100029,c83,day 5,day,SNnum,Obl
EN100046,c1,A 33 - year man working in Gulf,man,SNind,Suj
EN100046,c2,Gulf,Gulf,Np,Obl
EN100046,c3,hemetemesis,hemetemesis,Np,Obl
EN100046,c6,this year,year,SNdem,Obl
EN100046,c5,the month of February this year,month,SNdef,Obl
EN100046,c4,15 days ago in the month of February this year,ago,Autre,autre
EN100046,c3,This,This,Pro,Suj
EN100046,c7,low grade fever,fever,SN∅,Obl
EN100046,c9,bone,bone,SN∅,autre
EN100046,c8,bone pain,pain,SN∅,autre
EN100046,c10,generalised bodyache,bodyache,SN∅,autre
EN100046,c12,back,back,SN∅,autre
EN100046,c11,low back ache,ache,SN∅,autre
EN100046,c14,skin,skin,SN∅,autre
EN100046,c13,generalised macular skin rashes,rashes,SN∅,autre
EN100046,c16,abdominal pain,pain,SN∅,autre
EN100046,c17,jaundice,jaundice,SN∅,autre
EN100046,c20,liver,liver,SN∅,autre
EN100046,c19,chronic liver disease,disease,SN∅,autre
EN100046,c18,features of chronic liver disease,features,SN∅,autre
EN100046,c15,"no history of abdominal pain , jaundice or features of chronic liver disease",history,SNind,Suj
EN100046,c1,He,He,Pro,Suj
EN100046,c23,analgesics,analgesics,SN∅,autre
EN100046,c22,intake of analgesics for backache,intake,SN∅,autre
EN100046,c21,history of intake of analgesics for backache,history,SN∅,OD
EN100046,c11,backache,backache,SN∅,autre
EN100046,c24,symptomatic treatment,treatment,SN∅,Obl
EN100046,c1,he,he,Pro,Suj
EN100046,c1,He,He,Pro,Suj
EN100046,c26,our,our,Pro,autre
EN100046,c25,our OPD,OPD,SN∅,Obl
EN100046,c29,8g / dl,8g,SN∅,autre
EN100046,c30,dl,dl,SN∅,autre
EN100046,c31,total count,count,SN∅,autre
EN100046,c28,"a haemoglobin of 8g / dl , total count 6700 / mm3",haemoglobin,SNind,OD
EN100046,c33,platelet,platelet,SN∅,autre
EN100046,c32,platelet count,count,SN∅,autre
EN100046,c27,"Complete blood count which showed a haemoglobin of 8g / dl , total count 6700 / mm3 platelet count 24000 / mm3",count,SN∅,Obl
EN100046,c34,ESR,ESR,SN∅,autre
EN100046,c35,55 mm / hr,mm,SNnum,autre
EN100046,c36,examination,examination,SN∅,autre
EN100046,c1,patient,patient,SN∅,Suj
EN100046,c13,non pruritic macular rashes,rashes,SN∅,Obl
EN100046,c37,mild splenomegaly,splenomegaly,SN∅,autre
EN100046,c38,Middle East,East,Np,Obl
EN100046,c7,fever,fever,SN∅,autre
EN100046,c11,backache,backache,SN∅,autre
EN100046,c13,skin rash,rash,SN∅,autre
EN100046,c37,splenomegaly,splenomegaly,SN∅,autre
EN100046,c33,platelet,platelet,SN∅,autre
EN100046,c32,a low platelet count,count,SNind,autre
EN100046,c39,"background history of fever , backache , skin rash , splenomegaly and a low platelet count",history,SN∅,Obl
EN100046,c42,Brucellosis,Brucellosis,Np,autre
EN100046,c44,NSAID,NSAID,Np,autre
EN100046,c45,gi,gi,SN∅,autre
EN100046,c43,NSAID induced gi bleed,bleed,SN∅,autre
EN100046,c41,atypical infection like Brucellosis with NSAID induced gi bleed,infection,SN∅,autre
EN100046,c40,possibility of atypical infection like Brucellosis with NSAID induced gi bleed,possibility,SN∅,Suj
EN100046,c1,He,He,Pro,Suj
EN100046,c46,further evaluation,evaluation,SN∅,Obl
EN100046,c47,endoscopy,endoscopy,SN∅,Suj
EN100046,c49,the antrum of stomach,antrum,SNdef,autre
EN100046,c48,a nodular ulcerative lesions in the antrum of stomach,lesions,SNind,OD
EN100046,c50,stomach,stomach,SN∅,autre
EN100046,c51,histopathologic examination,examination,SN∅,Suj
EN100046,c52,adenocarcinoma of stomach,adenocarcinoma,SN∅,OD
EN100046,c50,stomach,stomach,SN∅,autre
EN100046,c20,Liver,Liver,SN∅,autre
EN100046,c53,Liver function tests,tests,SN∅,Suj
EN100046,c54,a high ALP,ALP,SNind,OD
EN100046,c54,1536 U/ l,1536,Autre,autre
EN100046,c55,elevated INR,INR,SN∅,autre
EN100046,c55,2.15,2.15,Autre,autre
EN100046,c56,bilirubin,bilirubin,SN∅,Suj
EN100046,c57,transaminases,transaminases,SN∅,autre
EN100046,c58,serum proteins,proteins,SN∅,autre
EN100046,c60,Brucella,Brucella,Np,autre
EN100046,c59,Brucella agglutination test,test,SN∅,Suj
EN100046,c61,Xray Chest,Chest,Np,Suj
EN100046,c62,Ultrasound of abdomen,Ultrasound,SN∅,Suj
EN100046,c63,abdomen,abdomen,SN∅,autre
EN100046,c64,normal echotexture of liver,echotexture,SN∅,OD
EN100046,c20,liver,liver,SN∅,autre
EN100046,c65,no SOL,SOL,SNind,autre
EN100046,c66,normal portal vein,vein,SN∅,autre
EN100046,c67,no IHBRD,IHBRD,SNind,autre
EN100046,c63,the abdomen,abdomen,SNdef,autre
EN100046,c68,CT scan of the abdomen,scan,SN∅,Suj
EN100046,c70,pylorus,pylorus,SN∅,autre
EN100046,c71,regional lymphadenopathy,lymphadenopathy,SN∅,autre
EN100046,c72,skeletal metastasis,metastasis,SN∅,autre
EN100046,c74,vertebrae,vertebrae,SN∅,autre
EN100046,c75,pelvic bones,pelvic,Autre,autre
EN100046,c73,sclerotic foci involving vertebrae and pelvic bones,foci,SN∅,autre
EN100046,c77,bilateral iliac blades,blades,SN∅,autre
EN100046,c76,lytic areas in bilateral iliac blades,areas,SN∅,autre
EN100046,c20,liver,liver,SN∅,autre
EN100046,c78,liver metastasis,metastasis,SN∅,autre
EN100046,c69,gross pylorus thickening with regional lymphadenopathy and skeletal metastasis with sclerotic foci involving vertebrae and pelvic bones and lytic areas in bilateral iliac blades with no liver metastasis or ascites,thickening,SN∅,OD
EN100046,c79,ascites,ascites,SN∅,autre
EN100046,c80,A skeletal survey,survey,SNind,Suj
EN100046,c82,the iliac and femoral bones,bones,SNdef,autre
EN100046,c81,lytic lesions in the iliac and femoral bones,lesions,SN∅,OD
EN100046,c84,Bone marrow,marrow,SN∅,autre
EN100046,c83,Bone marrow aspirate,aspirate,SN∅,Suj
EN100046,c85,decreased red cells,cells,SN∅,OD
EN100046,c86,platelets,platelets,SN∅,autre
EN100046,c84,marrow,marrow,SN∅,autre
EN100046,c87,marrow biopsy,biopsy,SN∅,Suj
EN100046,c88,metastasis from adenocarcinoma,metastasis,SN∅,Obl
EN100046,c52,adenocarcinoma,adenocarcinoma,SN∅,autre
EN100046,c90,Coagulation,Coagulation,SN∅,autre
EN100046,c89,Coagulation profile done,profile,SN∅,Suj
EN100046,c91,DIC,DIC,SN∅,Obl
EN100046,c92,the raised levels of FDP,levels,SNdef,Obl
EN100046,c93,FDP,FDP,SN∅,autre
EN100046,c92,"5,170 ng / dl",ng,SNnum,autre
EN100046,c94,dl,dl,SN∅,autre
EN100046,c95,a low fibrinogen,a,Autre,autre
EN100046,c95,152 mg / dl,mg,SNnum,autre
EN100046,c30,dl,dl,SN∅,autre
EN100046,c1,He,He,Pro,Suj
EN100046,c97,Oncology,Oncology,SN∅,autre
EN100046,c96,Medical Oncology department,department,SN∅,Obl
EN100046,c98,subsequent management,management,SN∅,Obl
EN100046,c99,chemotherapy,chemotherapy,SN∅,Obl
EN100046,c1,He,He,Pro,Suj
EN100046,c1,his,his,Pro,autre
EN100046,c3,his illness,illness,SN∅,Obl
EN100046,c100,10 months of diagnosis,months,SNnum,Obl
EN100046,c101,diagnosis,diagnosis,SN∅,autre
