doc,mention_id,texte_maillon,tete_lexicale,nature,fonction
IT100015,c56,il metodo di la diluizione di gli ultrasuoni ( Transonic ),metodo,SNdef,Obl
IT100015,c53,La misurazione di il flusso di l’ accesso eseguita con il metodo di la diluizione di gli ultrasuoni ( Transonic ),misurazione,SNdef,Suj
IT100015,c9,la prima procedura,procedura,SNdef,Obl
IT100015,c10,la FAV,FAV,Np,autre
IT100015,c57,un’ elevata portata di la FAV,portata,SNind,OD
IT100027,c2,il dicembre 2006,dicembre,SNdef,autre
IT100027,c1,"Un paziente di 83 anni in il dicembre 2006 ,",paziente,SNind,Suj
IT100027,c4,carcinoma prostatico,carcinoma,SN∅,autre
IT100027,c3,diagnosi di carcinoma prostatico su biopsia,diagnosi,SN∅,OD
IT100027,c5,biopsia,biopsia,SN∅,Obl
IT100027,c6,disturbi urinari,disturbi,SN∅,autre
IT100027,c3,la diagnosi,diagnosi,SNdef,autre
IT100027,c7,il momento di la diagnosi,momento,SNdef,Obl
IT100027,c8,i parametri laboratoristico -strumentali,parametri,SNdef,Suj
IT100027,c9,PSA 127 ng/ml,PSA,Np,autre
IT100027,c10,il Gleason score,Gleason,Np,autre
IT100027,c12,la scintigrafia ossea,scintigrafia,SNdef,Obl
IT100027,c11,due lesioni ossee evidenti a la scintigrafia ossea,lesioni,SNnum,autre
IT100027,c13,la TC,TC,Np,Suj
IT100027,c14,ripetizioni viscerali,ripetizioni,SN∅,Obl
IT100027,c1,Paziente asintomatico,Paziente,SN∅,autre
IT100027,c15,l’ anamnesi patologica,anamnesi,SNdef,Obl
IT100027,c17,terapia medica,terapia,SN∅,Obl
IT100027,c16,ipertensione arteriosa controllata con terapia medica,ipertensione,SN∅,Suj
IT100027,c3,la diagnosi,diagnosi,SNdef,autre
IT100027,c7,il momento di la diagnosi,momento,SNdef,Obl
IT100027,c19,analoghi LH - RH ( Luteinizing Hormone - Releasing Hormone ),analoghi,SN∅,Obl
IT100027,c18,terapia continua con analoghi LH - RH ( Luteinizing Hormone - Releasing Hormone ),terapia,SN∅,Obl
IT100027,c9,PSA,PSA,Np,autre
IT100027,c20,nadir di 10 ng / ml,nadir,SN∅,autre
IT100027,c21,6 mesi,mesi,SNnum,autre
IT100027,c9,Il PSA di il paziente,PSA,Np,Suj
IT100027,c1,paziente,paziente,SN∅,autre
IT100027,c22,una nuova scintigrafia ossea,scintigrafia,SNind,Suj
IT100027,c24,nuove metasta si ossee,metasta,SN∅,autre
IT100027,c23,la comparsa di nuove metasta si ossee,comparsa,SNdef,OD
IT100027,c13,la TC,TC,Np,Suj
IT100027,c14,lesioni viscerali,lesioni,SN∅,Obl
IT100027,c25,la fosfata si alcalina,fosfata,SNdef,Suj
IT100027,c1,continuava,continuava,Autre,autre
IT100027,c26,buone condizioni cliniche generali,condizioni,SN∅,autre
IT100027,c26,cui,cui,Pro,Obl
IT100027,c27,la valutazione geriatrica,valutazione,SNdef,Obl
IT100027,c30,docetaxel,docetaxel,SN∅,autre
IT100027,c29,ritrattamenti con docetaxel ( 75 mg/mq/ogni 3 settimane,ritrattamenti,SN∅,autre
IT100027,c31,ottobre 2007,ottobre,SN∅,autre
IT100027,c32,novembre 2011,novembre,SN∅,autre
IT100027,c28,"4 serie , di 12 cicli ciascuno , di ritrattamenti con docetaxel ( 75 mg/mq/ogni 3 settimane ) da ottobre 2007 a novembre 2011",serie,SNnum,Obl
IT100027,c33,2011,2011,Autre,autre
IT100027,c28,che,che,Pro,OD
IT100027,c1,il paziente,paziente,SNdef,Suj
IT100027,c34,tossicità di rilievo,tossicità,SN∅,Obl
IT100027,c35,una buona qualità di vita,qualità,SNind,Obl
IT100027,c36,il nadir di il PSA,nadir,SNdef,Suj
IT100027,c9,PSA,PSA,Np,autre
IT100027,c38,fase III,fase,SN∅,autre
IT100027,c30,docetaxel,docetaxel,SN∅,autre
IT100027,c39,mitoxantrone,mitoxantrone,SN∅,autre
IT100027,c37,"Lo studio clinico randomizzato di fase III TAX 327 , docetaxel verso mitoxantrone ,",studio,SNdef,Suj
IT100027,c30,docetaxel trisettimanale,docetaxel,SN∅,autre
IT100027,c41,i pazienti con mCRPC,pazienti,SNdef,Obl
IT100027,c40,un beneficio di sopravvivenza di il docetaxel trisettimanale in i pazienti con mCRPC,beneficio,SNind,OD
IT100027,c42,mCRPC,mCRPC,Np,autre
IT100027,c30,docetaxel trisettimanale verso mitoxantrone,docetaxel,SN∅,Obl
IT100027,c43,L’ analisi per sottogruppi di i pazienti trattati con docetaxel trisettimanale verso mitoxantrone,analisi,SNdef,Suj
IT100027,c39,mitoxantrone,mitoxantrone,SN∅,autre
IT100027,c45,età ≥ 75 anni ( 20 % ),età,SN∅,autre
IT100027,c40,un beneficio in termini di sopravvivenza,beneficio,SNind,OD
IT100027,c46,pazienti di età < 75 anni,pazienti,SN∅,Obl
IT100027,c44,i pazienti di età ≥ 75 anni ( 20 % ) avevano un beneficio in termini di sopravvivenza sovrapponibile a i pazienti di età < 75 anni,avevano,Autre,autre
IT100027,c28,il trattamento con docetaxel,trattamento,SNdef,Obl
IT100027,c30,docetaxel,docetaxel,SN∅,autre
IT100027,c32,il novembre 2011,novembre,SNdef,Obl
IT100027,c33,2011,2011,Autre,autre
IT100027,c1,il paziente,paziente,SNdef,Suj
IT100027,c47,quattro nuove lesioni ossee,lesioni,SNnum,Suj
IT100027,c12,una scintigrafia ossea,scintigrafia,SNind,Obl
IT100027,c14,le lesioni viscerali,lesioni,SNdef,Suj
IT100027,c9,il PSA,PSA,Np,Suj
IT100027,c48,il dicembre 2011 ( 88 anni ),dicembre,SNdef,Obl
IT100027,c1,il paziente,paziente,SNdef,Suj
IT100027,c50,cabazitaxel,cabazitaxel,SN∅,Obl
IT100027,c49,"il programma italiano di accesso allargato a il cabazitaxel ( early access program , EAP )",programma,SNdef,Obl
IT100027,c9,il PSA,PSA,Np,Suj
IT100027,c51,l’ ultimo mese,mese,SNdef,Obl
IT100027,c52,il performance status,performance,SNdef,Suj
IT100027,c53,ECOG ( Eastern Cooperative Oncology Group ),ECOG,Np,autre
IT100027,c50,cabazitaxel,cabazitaxel,SN∅,autre
IT100027,c54,terapia con cabazitaxel ( 25 mg/mq/ogni 3 settimane ),terapia,SN∅,Obl
IT100027,c55,prednisone 10 mg/die,prednisone,SN∅,autre
IT100027,c48,dicembre 2011,dicembre,SN∅,Obl
IT100027,c1,il paziente,paziente,SNdef,Suj
IT100027,c56,17 cicli di cabazitaxel,cicli,SNnum,OD
IT100027,c50,cabazitaxel,cabazitaxel,SN∅,autre
IT100027,c9,il PSA,PSA,Np,Suj
IT100027,c12,la scintigrafia ossea,scintigrafia,SNdef,Suj
IT100027,c54,Il trattamento,trattamento,SNdef,Suj
IT100027,c34,tossicità,tossicità,SN∅,Obl
IT100027,c1,il paziente,paziente,SNdef,autre
IT100027,c57,i primi cicli,cicli,SNdef,Suj
IT100027,c58,fattori di crescita G-CSF ( granulocyte colonystimulating factor ),fattori,SN∅,autre
IT100027,c59,"Lo studio randomizzato di fase III TROPIC , che",studio,SNdef,Suj
IT100027,c50,il cabazitaxel,cabazitaxel,SNdef,OD
IT100027,c39,il mitoxantrone,mitoxantrone,SNdef,autre
IT100027,c60,un beneficio di sopravvivenza,beneficio,SNind,OD
IT100027,c50,cabazitaxel,cabazitaxel,SN∅,autre
IT100027,c42,mCRPC,mCRPC,Np,autre
IT100027,c54,il trattamento chemioterapico con docetaxel,trattamento,SNdef,autre
IT100027,c41,i pazienti con mCRPC in progressione di malattia dopo o durante il trattamento chemioterapico con docetaxel,pazienti,SNdef,Obl
IT100027,c30,docetaxel,docetaxel,SN∅,autre
IT100027,c50,il cabazitaxel,cabazitaxel,SNdef,Suj
IT100027,c42,la patologia neoplastica,patologia,SNdef,Obl
IT100027,c61,dolore relativo a la patologia neoplastica,dolore,SN∅,autre
IT100027,c62,altre chemioterapie,chemioterapie,SN∅,Obl
IT100027,c63,neuropatia periferica,neuropatia,SN∅,autre
IT100027,c59,lo studio TROPIC,studio,SNdef,Obl
IT100027,c45,età ≥ 75 anni ( 18 % ),età,SN∅,autre
IT100027,c50,cabazitaxel,cabazitaxel,SN∅,autre
IT100027,c46,i pazienti di età inferiore a i 75 anni,pazienti,SNdef,Obl
IT100027,c60,un beneficio di sopravvivenza da il cabazitaxel sovrapponibile a quello riportato in i pazienti di età inferiore a i 75 anni,beneficio,SNind,Suj
IT100027,c44,"i pazienti di età ≥ 75 anni ( 18 % ) , un beneficio di sopravvivenza da il cabazitaxel sovrapponibile a quello riportato in i pazienti di età inferiore a i 75 anni",pazienti,SNdef,Obl
IT100027,c59,Il trial,trial,SNdef,Suj
IT100027,c64,neutropenia,neutropenia,SN∅,autre
IT100027,c45,età > 75 anni,età,SN∅,autre
IT100027,c65,i pazienti anziani con età > 75 anni,pazienti,SNdef,autre
IT100027,c66,la profilassi primaria impiegando G-CSF,profilassi,SNdef,Obl
IT100027,c58,G-CSF,G-CSF,Np,OD
IT100027,c67,Il decesso di il paziente,decesso,SNdef,Suj
IT100027,c1,paziente,paziente,SN∅,autre
IT100027,c68,l’ ultima somministrazione di cabazitaxel,somministrazione,SNdef,Obl
IT100027,c50,cabazitaxel,cabazitaxel,SN∅,autre
IT100027,c69,cause naturali,cause,SN∅,Obl
